essId	wdCnt	StsCnt	lWdCnt	advCnt	adjCnt	nunCnt	verbCnt	vbgCnt	cmaCnt	punCnt	wdLen
15221	.083	.057	.053	.067	.144	.078	.076	.0	.014	.039	.723
15222	.235	.114	.295	.067	.27	.191	.219	.272	.114	.078	.779
15223	.194	.08	.258	.045	.162	.157	.16	.102	.1	.055	.805
15224	.136	.08	.159	.022	.144	.104	.084	.102	.071	.055	.752
15225	.247	.227	.288	.134	.36	.209	.177	.102	.028	.149	.736
15226	.194	.125	.273	.112	.108	.191	.135	.034	.071	.078	.805
15227	.149	.125	.159	.067	.108	.148	.185	.136	.071	.086	.801
15228	.211	.136	.242	.067	.162	.218	.152	.136	.128	.094	.801
15229	.081	.045	.106	.0	.054	.096	.084	.136	.0	.031	.822
15230	.156	.114	.189	.067	.198	.139	.135	.034	.071	.078	.842
15231	.158	.102	.182	.112	.234	.152	.093	.068	.043	.07	.725
15232	.147	.057	.205	.0	.072	.122	.152	.034	.028	.031	.807
15233	.205	.08	.318	.112	.468	.17	.135	.17	.157	.055	.836
15234	.215	.125	.25	.134	.198	.165	.185	.102	.171	.086	.761
15235	.113	.057	.136	.089	.162	.096	.084	.136	.1	.039	.794
15236	.126	.08	.167	.045	.144	.152	.084	.034	.071	.055	.805
15237	.126	.068	.159	.045	.126	.109	.084	.0	.014	.047	.754
15238	.032	.011	.038	.022	.054	.035	.017	.034	.0	.008	.806
15239	.196	.102	.28	.067	.27	.196	.16	.136	.128	.07	.835
15240	.055	.023	.083	.022	.036	.061	.076	.136	.043	.016	.843
15241	.168	.091	.212	.089	.198	.161	.101	.068	.043	.063	.796
15242	.207	.125	.28	.112	.45	.144	.168	.034	.114	.086	.795
15243	.168	.068	.197	.112	.198	.161	.16	.136	.1	.047	.8
15244	.156	.114	.159	.089	.216	.109	.16	.136	.085	.078	.766
15245	.064	.057	.083	.0	.072	.065	.051	.0	.0	.039	.76
15246	.192	.114	.273	.067	.09	.2	.177	.17	.128	.078	.841
15247	.145	.114	.197	.067	.18	.126	.109	.068	.057	.078	.795
15248	.156	.091	.189	.067	.198	.183	.118	.102	.043	.063	.795
15249	.232	.114	.28	.045	.324	.257	.16	.102	.085	.078	.763
15250	.173	.091	.205	.112	.18	.122	.185	.034	.057	.063	.768
15251	.1	.102	.144	.112	.144	.091	.101	.136	.0	.07	.82
15252	.149	.091	.189	.089	.144	.126	.084	.068	.0	.055	.75
15253	.149	.102	.152	.089	.252	.117	.118	.17	.1	.07	.754
15254	.06	.023	.098	.045	.054	.052	.025	.0	.071	.016	.837
15255	.096	.045	.106	.022	.18	.083	.067	.034	.043	.031	.75
15256	.281	.08	.371	.112	.234	.235	.177	.068	.114	.055	.778
15257	.154	.114	.167	.089	.27	.113	.118	.102	.028	.078	.729
15258	.06	.045	.068	.0	.018	.057	.067	.034	.014	.031	.778
15259	.224	.08	.348	.067	.126	.248	.194	.17	.1	.055	.842
15260	.077	.08	.083	.0	.108	.087	.084	.102	.0	.055	.805
15261	.145	.068	.189	.045	.054	.144	.16	.136	.1	.047	.763
15262	.134	.023	.098	.045	.108	.113	.135	.102	.043	.023	.686
15263	.141	.102	.129	.067	.144	.144	.135	.102	.043	.07	.719
15264	.173	.114	.205	.089	.144	.131	.126	.136	.114	.078	.753
15265	.237	.091	.258	.022	.234	.231	.194	.034	.114	.063	.731
15266	.124	.091	.182	.045	.216	.131	.059	.068	.114	.063	.771
15267	.228	.136	.333	.045	.378	.248	.135	.0	.1	.094	.869
15268	.038	.011	.038	.0	.018	.048	.042	.034	.0	.008	.784
15269	.07	.045	.083	.0	.072	.07	.067	.068	.0	.031	.801
15270	.117	.034	.189	.022	.072	.139	.093	.068	.085	.023	.82
15271	.085	.057	.114	.045	.108	.087	.067	.034	.043	.039	.834
15272	.136	.068	.152	.089	.108	.135	.126	.136	.028	.047	.795
15273	.22	.102	.326	.067	.27	.187	.202	.068	.142	.07	.845
15274	.147	.091	.197	.045	.18	.122	.118	.034	.057	.063	.774
15275	.109	.08	.159	.022	.126	.109	.084	.034	.043	.055	.822
15276	.207	.159	.189	.112	.252	.161	.168	.068	.085	.102	.691
15277	.22	.125	.25	.067	.252	.187	.152	.17	.157	.078	.719
15278	.068	.057	.091	.089	.09	.065	.067	.068	.0	.039	.807
15279	.136	.068	.189	.022	.054	.139	.109	.102	.028	.047	.862
15280	.154	.08	.114	.134	.09	.161	.118	.034	.0	.055	.693
15281	.134	.102	.174	.0	.18	.122	.143	.17	.043	.07	.82
15282	.196	.136	.205	.112	.216	.187	.143	.102	.043	.094	.727
15283	.122	.057	.212	.022	.18	.144	.076	.136	.028	.039	.82
15284	.164	.091	.197	.045	.162	.183	.177	.136	.057	.063	.834
15285	.264	.114	.379	.045	.288	.209	.194	.238	.157	.078	.8
15286	.126	.08	.114	.022	.144	.113	.101	.136	.043	.055	.713
15287	.183	.08	.174	.156	.198	.161	.109	.068	.043	.07	.666
15288	.064	.057	.061	.022	.054	.07	.034	.034	.0	.039	.73
15289	.183	.102	.25	.067	.126	.148	.109	.102	.128	.07	.794
15290	.079	.045	.129	.0	.0	.074	.093	.034	.014	.031	.892
15291	.222	.08	.258	.045	.288	.17	.168	.238	.199	.055	.756
15292	.064	.045	.053	.0	.018	.048	.025	.0	.014	.031	.709
15293	.136	.091	.174	.0	.09	.126	.118	.068	.028	.063	.797
15294	.119	.057	.144	.045	.108	.135	.109	.068	.114	.039	.825
15295	.181	.08	.205	.067	.198	.165	.135	.102	.057	.055	.765
15296	.217	.125	.227	.067	.18	.213	.168	.17	.028	.086	.759
15297	.094	.068	.129	.134	.126	.074	.042	.034	.071	.055	.73
15298	.117	.08	.144	.0	.054	.104	.126	.034	.028	.055	.765
15299	.068	.068	.083	.045	.072	.052	.067	.034	.014	.047	.764
15300	.29	.102	.455	.045	.216	.296	.219	.272	.185	.07	.842
15301	.166	.045	.235	.089	.198	.157	.126	.034	.1	.031	.815
15302	.209	.102	.295	.134	.198	.191	.118	.034	.157	.07	.797
15303	.175	.091	.311	.045	.216	.144	.177	.238	.057	.063	.871
15304	.102	.068	.136	.0	.126	.065	.093	.034	.014	.047	.819
15305	.158	.148	.159	.0	.18	.148	.143	.17	.043	.102	.771
15306	.175	.125	.212	.067	.198	.165	.135	.17	.142	.086	.785
15307	.124	.08	.114	.0	.162	.135	.118	.0	.014	.055	.738
15308	.294	.159	.447	.134	.342	.279	.219	.204	.057	.102	.852
15309	.151	.102	.189	.067	.198	.122	.126	.068	.085	.07	.768
15310	.211	.102	.22	.089	.234	.165	.16	.204	.071	.07	.725
15311	.107	.091	.114	.022	.072	.104	.101	.034	.043	.063	.788
15312	.168	.091	.265	.045	.234	.161	.109	.17	.057	.063	.85
15313	.188	.102	.227	.067	.342	.17	.059	.034	.128	.07	.711
15314	.102	.091	.106	.022	.18	.091	.084	.034	.057	.063	.771
15315	.217	.148	.258	.089	.162	.226	.143	.034	.071	.102	.764
15316	.113	.091	.197	.045	.108	.109	.101	.034	.014	.063	.846
15317	.141	.125	.106	.089	.126	.122	.084	.034	.114	.078	.689
15318	.371	.136	.371	.156	.378	.313	.227	.102	.242	.094	.704
15319	.032	.023	.015	.0	.0	.039	.042	.0	.0	.016	.705
15320	.235	.114	.227	.089	.306	.218	.219	.102	.157	.078	.743
15321	.224	.125	.25	.067	.216	.222	.219	.17	.1	.086	.793
15322	.186	.102	.273	.045	.216	.183	.168	.136	.185	.07	.899
15323	.19	.102	.227	.089	.198	.165	.135	.102	.043	.07	.756
15324	.094	.057	.114	.0	.054	.113	.101	.068	.0	.039	.787
15325	.113	.057	.136	.022	.09	.1	.109	.068	.014	.039	.796
15326	.192	.102	.212	.045	.252	.213	.185	.17	.071	.07	.774
15327	.186	.102	.242	.045	.252	.183	.135	.068	.142	.07	.793
15328	.147	.136	.129	.067	.054	.148	.084	.068	.014	.094	.679
15329	.162	.08	.189	.089	.234	.178	.109	.102	.071	.055	.819
15330	.213	.102	.182	.089	.288	.196	.185	.136	.114	.07	.753
15331	.235	.159	.235	.112	.36	.174	.126	.136	.071	.102	.717
15332	.139	.057	.212	.045	.108	.122	.16	.136	.071	.039	.822
15333	.22	.102	.25	.045	.144	.205	.177	.136	.014	.078	.725
15334	.211	.08	.28	.156	.198	.187	.21	.136	.057	.047	.84
15335	.164	.08	.242	.067	.18	.152	.135	.102	.057	.055	.8
15336	.139	.068	.152	.022	.144	.131	.109	.068	.085	.047	.744
15337	.194	.102	.273	.067	.27	.144	.135	.034	.043	.07	.785
15338	.07	.057	.068	.0	.162	.074	.042	.068	.014	.039	.763
15339	.124	.057	.136	.022	.27	.091	.101	.17	.028	.039	.836
15340	.141	.102	.189	.045	.162	.113	.126	.068	.028	.07	.815
15341	.209	.102	.25	.067	.378	.183	.076	.034	.057	.063	.742
15342	.143	.102	.152	.022	.198	.161	.076	.136	.014	.07	.726
15343	.051	.023	.061	.022	.054	.044	.042	.0	.028	.016	.813
15344	.222	.08	.288	.156	.288	.174	.152	.102	.199	.078	.779
15345	.162	.091	.182	.022	.108	.148	.168	.068	.128	.055	.761
15346	.143	.068	.212	.067	.144	.126	.135	.238	.057	.055	.833
15347	.134	.08	.144	.045	.162	.157	.101	.136	.114	.055	.782
15348	.162	.125	.182	.045	.252	.17	.118	.068	.071	.086	.777
15349	.134	.091	.152	.134	.072	.135	.126	.068	.014	.055	.806
15350	.1	.08	.129	.045	.072	.104	.076	.034	.014	.055	.756
15351	.217	.114	.303	.179	.18	.165	.185	.204	.057	.078	.761
15352	.156	.068	.212	.045	.198	.148	.118	.306	.071	.039	.804
15353	.188	.08	.288	.045	.288	.144	.202	.034	.071	.055	.87
15354	.213	.091	.235	.067	.27	.191	.126	.136	.142	.063	.778
15355	.1	.045	.167	.067	.072	.113	.093	.068	.028	.031	.876
15356	.136	.091	.167	.0	.234	.131	.118	.102	.128	.063	.777
15357	.134	.08	.167	.0	.162	.165	.093	.068	.057	.055	.802
15358	.164	.08	.22	.067	.234	.148	.152	.068	.128	.055	.79
15359	.13	.08	.174	.067	.108	.148	.076	.0	.043	.047	.834
15360	.23	.114	.22	.067	.198	.17	.194	.204	.128	.078	.732
15361	.141	.114	.182	.022	.18	.148	.109	.204	.028	.078	.83
15362	.077	.045	.129	.0	.036	.096	.084	.0	.014	.031	.868
15363	.053	.034	.068	.022	.072	.052	.051	.034	.0	.023	.801
15364	.162	.102	.182	.045	.126	.183	.118	.034	.057	.07	.789
15365	.173	.091	.273	.045	.162	.161	.177	.136	.085	.063	.838
15366	.136	.102	.167	.022	.198	.139	.109	.034	.043	.07	.813
15367	.136	.091	.189	.0	.144	.144	.152	.136	.043	.063	.773
15368	.166	.068	.152	.0	.09	.148	.152	.136	.057	.047	.744
15369	.217	.08	.303	.022	.27	.157	.152	.136	.157	.055	.78
15370	.136	.08	.159	.045	.126	.126	.101	.034	.0	.055	.769
15371	.032	.045	.061	.022	.0	.03	.034	.034	.014	.031	.907
15372	.239	.114	.326	.067	.234	.213	.143	.034	.142	.078	.798
15373	.262	.102	.348	.089	.252	.235	.202	.17	.157	.063	.774
15374	.136	.068	.159	.045	.108	.117	.101	.102	.0	.047	.801
15375	.156	.091	.197	.067	.18	.135	.109	.136	.1	.063	.771
15376	.181	.091	.25	.089	.108	.187	.135	.136	.114	.063	.791
15377	.079	.045	.121	.0	.072	.096	.059	.0	.014	.031	.824
15378	.134	.091	.182	.0	.126	.135	.118	.17	.028	.055	.792
15379	.198	.114	.25	.067	.252	.187	.152	.136	.085	.094	.756
15380	.141	.102	.159	.067	.198	.126	.067	.102	.057	.07	.719
15381	.1	.091	.121	.045	.108	.087	.135	.102	.028	.063	.793
15382	.235	.136	.265	.045	.378	.226	.236	.306	.157	.094	.785
15383	.175	.102	.258	.089	.252	.144	.152	.102	.114	.07	.855
15384	.181	.114	.189	.089	.27	.148	.126	.17	.043	.078	.719
15385	.164	.114	.22	.067	.234	.17	.093	.068	.085	.078	.803
15386	.019	.011	.008	.0	.018	.013	.008	.0	.0	.0	.672
15387	.128	.068	.174	.067	.198	.087	.126	.17	.142	.047	.802
15388	.143	.068	.144	.045	.162	.148	.118	.102	.085	.047	.771
15389	.217	.114	.174	.045	.234	.218	.185	.102	.114	.078	.726
15390	.055	.034	.106	.0	.036	.074	.034	.0	.0	.023	.882
15391	.162	.068	.212	.112	.162	.135	.16	.068	.114	.039	.784
15392	.145	.045	.159	.134	.126	.113	.093	.0	.043	.031	.787
15393	.132	.102	.159	.067	.144	.126	.118	.17	.043	.07	.827
15394	.205	.125	.197	.022	.198	.17	.177	.102	.171	.086	.757
15395	.117	.068	.144	.067	.18	.126	.093	.068	.014	.047	.797
15396	.241	.125	.341	.089	.36	.213	.16	.034	.185	.094	.792
15397	.222	.125	.22	.201	.252	.213	.135	.068	.128	.086	.688
15398	.198	.102	.242	.067	.288	.165	.16	.17	.057	.07	.749
15399	.132	.114	.129	.045	.144	.135	.109	.034	.043	.078	.739
15400	.128	.102	.182	.045	.216	.139	.076	.0	.1	.07	.817
15401	.104	.057	.098	.022	.18	.104	.059	.068	.057	.039	.725
15402	.104	.057	.136	.022	.108	.078	.101	.034	.1	.039	.784
15403	.102	.057	.121	.045	.108	.1	.093	.068	.028	.039	.74
15404	.205	.125	.189	.089	.144	.17	.126	.068	.043	.086	.708
15405	.081	.045	.106	.022	.054	.096	.059	.068	.014	.031	.812
15406	.083	.068	.129	.0	.036	.048	.084	.034	.028	.047	.859
15407	.128	.08	.144	.045	.162	.131	.067	.0	.043	.055	.741
15408	.264	.114	.379	.089	.27	.279	.219	.136	.171	.078	.838
15409	.168	.102	.22	.089	.198	.144	.118	.136	.171	.07	.811
15410	.077	.068	.091	.045	.144	.074	.051	.0	.043	.047	.787
15411	.217	.136	.288	.045	.198	.205	.152	.034	.071	.094	.793
15412	.113	.068	.136	.089	.108	.109	.093	.102	.0	.047	.796
15413	.126	.034	.144	.0	.144	.091	.093	.136	.0	.023	.732
15414	.062	.034	.091	.0	.054	.065	.059	.0	.0	.023	.782
15415	.19	.125	.25	.022	.108	.196	.109	.0	.085	.086	.797
15416	.29	.182	.341	.089	.27	.322	.185	.136	.185	.125	.785
15417	.192	.125	.25	.045	.198	.2	.135	.0	.085	.086	.8
15418	.164	.091	.22	.089	.216	.157	.135	.136	.085	.063	.808
15419	.213	.114	.258	.179	.342	.161	.168	.17	.043	.086	.787
15420	.162	.045	.212	.045	.072	.183	.118	.0	.043	.031	.825
15421	.141	.091	.167	.067	.144	.139	.109	.068	.057	.063	.79
15422	.13	.057	.189	.0	.198	.131	.084	.034	.043	.039	.828
15423	.162	.08	.159	.022	.108	.157	.109	.0	.085	.055	.757
15424	.1	.08	.114	.045	.144	.078	.109	.102	.043	.055	.723
15425	.119	.102	.114	.089	.108	.113	.126	.068	.014	.07	.78
15426	.047	.011	.061	.022	.036	.035	.042	.0	.028	.008	.716
15427	.151	.091	.197	.045	.144	.122	.126	.034	.071	.063	.77
15428	.149	.125	.174	.156	.144	.117	.135	.204	.071	.086	.743
15429	.128	.091	.114	.067	.234	.074	.109	.034	.085	.063	.749
15430	.294	.148	.386	.067	.306	.318	.202	.17	.142	.102	.811
15431	.151	.068	.189	.022	.072	.135	.135	.136	.071	.047	.756
15432	.235	.102	.288	.045	.36	.2	.143	.068	.085	.07	.775
15433	.203	.102	.22	.112	.216	.183	.202	.17	.142	.07	.781
15434	.066	.034	.083	.067	.108	.07	.051	.034	.0	.023	.78
15435	.205	.114	.235	.089	.198	.187	.101	.034	.214	.078	.735
15436	.264	.136	.326	.067	.27	.283	.177	.17	.028	.094	.756
15437	.164	.068	.197	.0	.144	.205	.152	.034	.043	.047	.772
15438	.181	.114	.242	.067	.126	.196	.109	.034	.043	.078	.809
15439	.087	.057	.167	.0	.126	.083	.084	.068	.0	.039	.891
15440	.158	.091	.212	.045	.198	.174	.067	.034	.157	.063	.803
15441	.053	.057	.076	.0	.072	.057	.017	.034	.0	.039	.821
15442	.224	.08	.295	.045	.162	.205	.177	.238	.185	.063	.801
15443	.156	.08	.174	.067	.36	.117	.143	.136	.057	.063	.74
15444	.156	.102	.197	.045	.198	.139	.118	.238	.043	.063	.807
15445	.113	.068	.159	.067	.162	.096	.093	.136	.0	.047	.765
15446	.19	.102	.273	.045	.162	.174	.109	.068	.014	.07	.811
15447	.209	.114	.242	.156	.306	.157	.152	.204	.114	.094	.742
15448	.222	.125	.205	.134	.252	.196	.202	.136	.043	.086	.745
15449	.107	.091	.152	.0	.072	.087	.067	.034	.014	.063	.834
15450	.326	.148	.432	.134	.216	.279	.227	.068	.128	.102	.776
15451	.13	.091	.189	.022	.144	.131	.126	.238	.043	.063	.832
15452	.096	.068	.152	.022	.144	.117	.067	.034	.0	.047	.87
15453	.175	.08	.227	.045	.306	.161	.118	.102	.043	.047	.793
15454	.164	.114	.28	.045	.126	.178	.143	.136	.071	.078	.872
15455	.156	.08	.205	.022	.162	.174	.101	.17	.043	.055	.804
15456	.143	.102	.197	.0	.09	.113	.126	.068	.071	.07	.818
15457	.279	.159	.402	.156	.306	.292	.177	.068	.114	.133	.815
15458	.115	.057	.152	.089	.126	.1	.101	.068	.128	.039	.812
15459	.239	.148	.265	.089	.27	.183	.168	.102	.043	.094	.753
15460	.149	.091	.091	.067	.198	.148	.152	.102	.085	.063	.705
15461	.162	.08	.205	.045	.162	.178	.118	.136	.085	.055	.8
15462	.258	.125	.318	.045	.306	.261	.21	.0	.071	.086	.78
15463	.096	.068	.121	.022	.126	.091	.076	.068	.014	.047	.736
15464	.19	.102	.295	.089	.126	.187	.152	.17	.057	.063	.852
15465	.215	.17	.28	.089	.252	.191	.21	.272	.0	.117	.822
15466	.23	.136	.326	.045	.18	.235	.253	.136	.1	.094	.855
15467	.254	.125	.371	.112	.324	.178	.219	.17	.128	.086	.795
15468	.083	.045	.083	.067	.072	.07	.051	.034	.028	.031	.698
15469	.183	.102	.189	.112	.18	.161	.093	.102	.028	.086	.729
15470	.194	.08	.235	.045	.198	.174	.202	.068	.142	.047	.786
15471	.186	.091	.242	.112	.216	.161	.126	.102	.185	.063	.801
15472	.087	.068	.121	.022	.126	.091	.067	.102	.0	.039	.762
15473	.175	.08	.197	.022	.036	.17	.168	.136	.071	.055	.814
15474	.205	.114	.311	.067	.162	.222	.16	.068	.071	.078	.842
15475	.183	.091	.212	.022	.144	.17	.126	.102	.057	.063	.742
15476	.2	.091	.235	.089	.144	.183	.185	.068	.157	.063	.749
15477	.173	.136	.144	.022	.144	.191	.16	.136	.128	.094	.74
15478	.198	.08	.258	.112	.126	.187	.135	.068	.185	.055	.798
15479	.13	.08	.091	.045	.144	.148	.101	.136	.0	.055	.725
15480	.077	.045	.098	.022	.108	.07	.059	.102	.0	.031	.77
15481	.16	.102	.197	.045	.108	.157	.16	.102	.028	.07	.767
15482	.079	.034	.076	.045	.09	.074	.034	.034	.057	.023	.762
15483	.098	.034	.114	.045	.144	.083	.093	.068	.057	.023	.747
15484	.226	.091	.273	.0	.234	.231	.21	.204	.157	.063	.801
15485	.115	.091	.091	.067	.126	.113	.067	.102	.028	.063	.732
15486	.168	.08	.205	.067	.162	.178	.109	.136	.157	.055	.783
15487	.028	.023	.038	.0	.036	.026	.042	.068	.0	.016	.823
15488	.113	.057	.159	.0	.162	.144	.093	.068	.014	.039	.817
15489	.158	.102	.174	.067	.18	.135	.135	.204	.142	.063	.812
15490	.094	.057	.129	.022	.072	.096	.067	.0	.014	.039	.799
15491	.175	.136	.25	.045	.18	.161	.093	.034	.043	.094	.776
15492	.139	.102	.167	.045	.198	.139	.109	.17	.142	.07	.839
15493	.22	.136	.121	.156	.18	.144	.16	.068	.028	.086	.566
15494	.286	.114	.348	.223	.216	.235	.168	.17	.157	.125	.71
15495	.235	.125	.28	.156	.378	.17	.194	.102	.142	.086	.782
15496	.1	.068	.121	.112	.072	.07	.118	.068	.071	.047	.756
15497	.188	.148	.167	.067	.324	.135	.126	.238	.028	.102	.76
15498	.154	.125	.197	.067	.126	.17	.126	.136	.071	.086	.806
15499	.241	.068	.341	.067	.324	.2	.177	.102	.142	.055	.809
15500	.122	.068	.159	.022	.162	.135	.084	.068	.128	.047	.795
15501	.126	.068	.121	.045	.18	.104	.101	.068	.0	.047	.681
15502	.141	.114	.136	.067	.198	.161	.076	.102	.057	.078	.742
15503	.186	.068	.22	.045	.18	.178	.118	.034	.043	.055	.76
15504	.034	.034	.045	.0	.0	.004	.0	.0	.0	.016	.748
15505	.092	.057	.121	.067	.036	.1	.042	.0	.014	.039	.835
15506	.237	.136	.311	.045	.27	.265	.152	.102	.085	.094	.786
15507	.179	.125	.159	.067	.144	.205	.126	.102	.114	.086	.759
15508	.294	.125	.356	.246	.216	.326	.295	.272	.085	.102	.797
15509	.213	.148	.242	.067	.252	.231	.194	.102	.028	.102	.751
15510	.207	.114	.212	.0	.252	.183	.135	.102	.085	.078	.727
15511	.141	.114	.129	.089	.27	.148	.067	.068	.0	.078	.721
15512	.279	.114	.288	.089	.306	.231	.126	.136	.128	.063	.67
15513	.085	.045	.098	.022	.054	.1	.059	.0	.028	.031	.778
15514	.077	.045	.129	.067	.054	.074	.093	.034	.0	.031	.85
15515	.175	.125	.25	.089	.234	.148	.126	.17	.114	.078	.829
15516	.171	.102	.136	.112	.144	.135	.109	.068	.014	.07	.701
15517	.122	.057	.159	.022	.162	.126	.109	.102	.043	.039	.8
15518	.228	.148	.273	.067	.198	.252	.194	.17	.071	.102	.789
15519	.207	.102	.258	.022	.234	.235	.118	.034	.085	.07	.787
15520	.186	.125	.205	.067	.144	.196	.135	.068	.085	.086	.761
15521	.243	.159	.288	.134	.198	.2	.185	.136	.085	.117	.713
15522	.164	.068	.25	.089	.198	.2	.093	.034	.085	.047	.819
15523	.264	.159	.303	.089	.27	.226	.21	.306	.085	.102	.757
15524	.147	.08	.152	.045	.234	.135	.093	.068	.071	.055	.721
15525	.122	.068	.167	.045	.234	.109	.093	.068	.043	.047	.835
15526	.19	.08	.25	.112	.252	.222	.126	.068	.171	.055	.841
15527	.107	.08	.136	.022	.09	.109	.118	.034	.0	.047	.809
15528	.16	.091	.189	.022	.198	.165	.126	.136	.071	.063	.777
15529	.119	.102	.167	.0	.108	.113	.143	.068	.043	.07	.81
15530	.301	.216	.432	.179	.378	.27	.202	.0	.242	.149	.87
15531	.081	.08	.114	.089	.054	.1	.067	.034	.014	.055	.819
15532	.055	.023	.053	.022	.09	.057	.042	.0	.043	.016	.741
15533	.203	.159	.25	.112	.27	.187	.177	.068	.043	.11	.762
15534	.217	.125	.227	.067	.234	.161	.126	.136	.028	.086	.714
15535	.237	.114	.348	.045	.234	.226	.152	.136	.128	.078	.84
15536	.077	.045	.106	.022	.09	.074	.059	.034	.0	.031	.78
15537	.113	.057	.189	.045	.108	.074	.126	.068	.0	.031	.815
15538	.119	.068	.152	.022	.144	.122	.101	.034	.071	.047	.785
15539	.164	.091	.242	.089	.18	.161	.109	.102	.043	.063	.828
15540	.109	.057	.136	.0	.108	.078	.084	.068	.043	.039	.768
15541	.115	.091	.152	.022	.144	.087	.093	.136	.057	.063	.8
15542	.198	.102	.227	.045	.252	.183	.16	.204	.028	.07	.766
15543	.162	.068	.197	.112	.144	.117	.101	.102	.114	.063	.749
15544	.222	.102	.235	.0	.216	.205	.143	.068	.043	.07	.728
15545	.168	.068	.242	.112	.234	.148	.109	.034	.057	.047	.848
15546	.2	.125	.258	.067	.27	.196	.177	.102	.071	.086	.788
15547	.224	.091	.189	.112	.216	.196	.177	.238	.071	.063	.722
15548	.115	.091	.098	.045	.18	.113	.109	.17	.085	.063	.758
15549	.254	.148	.303	.022	.252	.283	.236	.102	.071	.102	.786
15550	.151	.091	.182	.134	.162	.152	.126	.136	.057	.063	.756
15551	.111	.08	.159	.022	.0	.1	.135	.136	.014	.055	.816
15552	.115	.034	.136	.022	.036	.131	.076	.034	.071	.023	.835
15553	.092	.08	.114	.022	.108	.109	.067	.102	.028	.055	.846
15554	.151	.08	.182	.089	.126	.126	.177	.204	.085	.055	.779
15555	.186	.091	.227	.045	.144	.135	.135	.102	.085	.07	.76
15556	.154	.091	.22	.045	.198	.152	.16	.204	.057	.063	.834
15557	.215	.114	.242	.089	.18	.226	.185	.204	.256	.078	.803
15558	.145	.091	.174	.022	.18	.144	.152	.068	.0	.063	.756
15559	.094	.08	.136	.022	.09	.1	.101	.068	.0	.055	.824
15560	.232	.102	.326	.089	.234	.244	.219	.238	.085	.07	.781
15561	.284	.125	.439	.067	.252	.27	.21	.068	.114	.094	.86
15562	.156	.068	.189	.022	.198	.148	.143	.17	.171	.047	.792
15563	.081	.114	.098	.045	.108	.065	.084	.0	.028	.078	.782
15564	.145	.068	.235	.045	.216	.152	.093	.102	.085	.047	.817
15565	.154	.102	.159	.022	.09	.157	.118	.068	.0	.07	.747
15566	.186	.091	.235	.045	.126	.161	.253	.204	.043	.07	.789
15567	.111	.068	.144	.022	.126	.144	.067	.034	.028	.047	.821
15568	.136	.102	.189	.022	.27	.126	.101	.102	.028	.07	.825
15569	.068	.034	.068	.022	.072	.052	.051	.068	.0	.023	.716
15570	.087	.045	.129	.022	.072	.087	.076	.102	.0	.023	.805
15571	.043	.034	.053	.0	.09	.03	.051	.0	.0	.023	.781
15572	.183	.114	.258	.112	.306	.196	.084	.034	.057	.078	.786
15573	.162	.102	.197	.045	.162	.174	.135	.17	.171	.07	.815
15574	.241	.182	.386	.112	.216	.265	.185	.204	.071	.125	.843
15575	.196	.125	.295	.089	.216	.17	.177	.102	.1	.086	.817
15576	.183	.091	.273	.067	.144	.174	.118	.034	.0	.063	.803
15577	.158	.102	.167	.045	.108	.187	.118	.0	.043	.07	.762
15578	.275	.17	.242	.134	.216	.231	.177	.034	.171	.117	.703
15579	.094	.068	.106	.022	.126	.091	.051	.068	.014	.047	.744
15580	.124	.068	.144	.045	.144	.126	.076	.034	.014	.047	.738
15581	.107	.068	.136	.045	.108	.126	.051	.034	.085	.047	.801
15582	.215	.08	.295	.045	.216	.226	.202	.17	.057	.055	.807
15583	.181	.125	.242	.089	.288	.152	.143	.272	.057	.086	.748
15584	.296	.136	.394	.156	.378	.3	.227	.136	.1	.094	.791
15585	.085	.068	.098	.0	.036	.065	.067	.068	.043	.047	.778
15586	.245	.114	.311	.045	.234	.218	.16	.136	.1	.094	.75
15587	.175	.125	.22	.0	.126	.178	.118	.068	.114	.086	.76
15588	.113	.045	.136	.045	.108	.113	.101	.17	.0	.023	.727
15589	.128	.068	.197	.067	.144	.091	.109	.034	.028	.047	.865
15590	.145	.091	.22	.067	.216	.135	.118	.034	.014	.063	.798
15591	.075	.057	.098	.022	.036	.065	.093	.068	.014	.039	.781
15592	.213	.125	.288	.089	.234	.187	.118	.034	.071	.086	.767
15593	.173	.08	.205	.067	.252	.157	.093	.034	.085	.055	.754
15594	.1	.068	.136	.022	.144	.1	.076	.068	.0	.047	.815
15595	.19	.125	.25	.067	.198	.17	.177	.204	.028	.086	.75
15596	.128	.091	.197	.045	.18	.104	.109	.17	.028	.063	.861
15597	.211	.114	.22	.067	.234	.196	.135	.136	.1	.078	.766
15598	.139	.114	.106	.045	.126	.148	.101	.034	.085	.078	.694
15599	.181	.08	.174	.0	.216	.152	.152	.034	.071	.055	.728
15600	.115	.068	.129	.045	.234	.117	.076	.068	.043	.047	.758
15601	.175	.091	.159	.0	.108	.165	.118	.272	.057	.063	.742
15602	.147	.08	.182	.067	.198	.144	.059	.034	.0	.055	.757
15603	.213	.091	.212	.134	.18	.152	.135	.068	.014	.063	.714
15604	.072	.057	.076	.022	.144	.07	.059	.068	.014	.039	.77
15605	.154	.091	.242	.045	.18	.117	.168	.0	.043	.055	.808
15606	.19	.125	.152	.112	.18	.144	.152	.102	.085	.086	.693
