id	mls	mlt	mlc	c_s	vp_t	c_t	dc_c	dc_t	t_s	ct_t	cp_t	cp_c	cn_t	cn_c
19333	0.0432	0.0222	0.0193	0.3006	0.1513	0.1807	0.2903	0.0639	0.2412	0.0710	0.0750	0.0704	0.0357	0.0531	
19334	0.0284	0.0275	0.0400	0.1072	0.1043	0.1082	0.3333	0.0440	0.1435	0.0440	0.0232	0.0364	0.0188	0.0467	
19335	0.0386	0.0320	0.0299	0.1789	0.1383	0.1690	0.3793	0.0781	0.1535	0.0852	0.0563	0.0564	0.0357	0.0567	
19336	0.0517	0.0475	0.0553	0.1212	0.1404	0.1353	0.5600	0.0923	0.1299	0.0923	0.1742	0.2182	0.0504	0.0999	
19337	0.0540	0.0383	0.0311	0.2230	0.1935	0.1936	0.4783	0.1128	0.1670	0.1231	0.0000	0.0000	0.0803	0.1113	
19338	0.0230	0.0263	0.0319	0.1164	0.1364	0.1299	0.3333	0.0527	0.1299	0.0527	0.0349	0.0454	0.0123	0.0254	
19339	0.0824	0.0400	0.0167	0.5939	0.2809	0.3788	0.4571	0.2110	0.2273	0.3560	0.0000	0.0000	0.0983	0.0696	
19340	0.3459	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19341	0.0587	0.0335	0.0365	0.2036	0.1226	0.1446	0.3333	0.0587	0.2041	0.0923	0.1109	0.1299	0.0344	0.0638	
19342	0.0386	0.0350	0.0409	0.1303	0.1124	0.1347	0.3542	0.0581	0.1403	0.0615	0.0090	0.0113	0.0331	0.0660	
19343	0.0612	0.0454	0.0290	0.2647	0.2200	0.2462	0.5641	0.1692	0.1558	0.1923	0.0407	0.0280	0.0631	0.0687	
19344	0.0394	0.0296	0.0307	0.1765	0.1426	0.1515	0.4231	0.0781	0.1688	0.0923	0.0750	0.0839	0.0146	0.0258	
19345	0.0325	0.0334	0.0198	0.2376	0.2622	0.2652	0.7143	0.2308	0.1299	0.2308	0.0407	0.0260	0.0631	0.0638	
19346	0.0447	0.0386	0.0393	0.1519	0.1197	0.1548	0.2979	0.0562	0.1422	0.0722	0.0848	0.0928	0.0247	0.0428	
19348	0.2807	0.2162	0.1285	0.2376	0.1685	0.2652	0.5714	0.1846	0.1299	0.2769	0.1220	0.0779	0.0774	0.0783	
19349	0.0307	0.0320	0.0333	0.1357	0.1124	0.1515	0.3333	0.0615	0.1299	0.0615	0.0000	0.0000	0.0344	0.0609	
19350	0.0261	0.0200	0.0260	0.1551	0.0899	0.1212	0.1875	0.0277	0.1855	0.0369	0.0244	0.0341	0.0120	0.0267	
19351	0.0157	0.0209	0.0315	0.0940	0.0843	0.1049	0.2778	0.0355	0.1299	0.0355	0.0188	0.0303	0.0119	0.0305	
19352	0.0265	0.0260	0.0349	0.1169	0.1011	0.1174	0.3226	0.0462	0.1443	0.0462	0.0732	0.1055	0.0224	0.0511	
19353	0.0633	0.0560	0.0777	0.1018	0.2247	0.1136	0.6667	0.0923	0.1299	0.0923	0.1220	0.1818	0.0860	0.2031	
19354	0.0711	0.0393	0.0473	0.1842	0.1175	0.1309	0.2105	0.0336	0.2041	0.0420	0.0665	0.0861	0.0516	0.1058	
19355	0.0378	0.0346	0.0438	0.1201	0.1244	0.1245	0.3696	0.0560	0.1399	0.0560	0.1655	0.2253	0.0326	0.0702	
19356	0.0633	0.0448	0.0222	0.3563	0.2584	0.3182	0.7143	0.2769	0.1623	0.3138	0.0976	0.0519	0.1617	0.1364	
19357	0.0338	0.0343	0.0454	0.1067	0.1124	0.1190	0.4545	0.0659	0.1299	0.0659	0.0697	0.0992	0.0491	0.1108	
19358	0.0579	0.0520	0.0309	0.2376	0.2247	0.2652	0.7143	0.2308	0.1299	0.2308	0.2439	0.1558	0.0688	0.0696	
19359	0.0344	0.0312	0.0351	0.1395	0.1517	0.1402	0.4595	0.0785	0.1443	0.0738	0.0488	0.0590	0.0361	0.0692	
19360	0.0344	0.0231	0.0260	0.1885	0.1061	0.1403	0.3800	0.0650	0.1948	0.0889	0.0361	0.0436	0.0210	0.0402	
19361	0.0511	0.0418	0.0290	0.2291	0.2310	0.2273	0.5926	0.1641	0.1461	0.1949	0.1355	0.1010	0.0306	0.0361	
19362	0.0152	0.0180	0.0250	0.1164	0.1053	0.1136	0.1667	0.0231	0.1484	0.0231	0.0305	0.0454	0.0043	0.0102	
19363	0.0190	0.0225	0.0270	0.1222	0.1232	0.1311	0.3333	0.0533	0.1351	0.0568	0.0375	0.0485	0.0106	0.0217	
19364	0.0561	0.0326	0.0380	0.1885	0.1164	0.1353	0.4000	0.0659	0.2020	0.1055	0.0523	0.0655	0.0172	0.0341	
19366	0.0348	0.0280	0.0324	0.1527	0.1264	0.1364	0.3611	0.0600	0.1623	0.0692	0.0488	0.0606	0.0138	0.0271	
19368	0.0248	0.0291	0.0348	0.1120	0.1271	0.1316	0.3939	0.0632	0.1234	0.0632	0.0513	0.0661	0.0208	0.0425	
19369	0.0280	0.0200	0.0208	0.2036	0.1217	0.1515	0.3333	0.0615	0.1948	0.0615	0.0000	0.0000	0.0086	0.0152	
19371	0.0117	0.0180	0.0300	0.0848	0.0702	0.0947	0.2000	0.0231	0.1299	0.0231	0.1829	0.3273	0.0043	0.0122	
19372	0.0162	0.0204	0.0245	0.1228	0.1200	0.1309	0.4211	0.0671	0.1361	0.0671	0.0222	0.0287	0.0086	0.0176	
19373	0.0307	0.0160	0.0167	0.2715	0.1030	0.1515	0.2500	0.0462	0.2597	0.0462	0.0407	0.0454	0.0086	0.0152	
19374	0.0307	0.0229	0.0208	0.2172	0.1124	0.1732	0.4375	0.0923	0.1818	0.1451	0.0349	0.0341	0.0172	0.0267	
19375	0.0362	0.0288	0.0300	0.1697	0.1180	0.1515	0.3000	0.0554	0.1623	0.0554	0.0732	0.0818	0.0138	0.0244	
19376	0.0307	0.0240	0.0250	0.1810	0.1264	0.1515	0.3750	0.0692	0.1732	0.0692	0.0610	0.0682	0.0215	0.0381	
19377	0.0253	0.0224	0.0291	0.1357	0.0899	0.1212	0.1250	0.0185	0.1623	0.0185	0.0488	0.0682	0.0206	0.0457	
19378	0.0354	0.0324	0.0430	0.1164	0.0953	0.1186	0.1944	0.0281	0.1422	0.0281	0.0424	0.0606	0.0150	0.0339	
19379	0.0517	0.0396	0.0361	0.1855	0.1404	0.1726	0.3902	0.0821	0.1558	0.0923	0.1490	0.1463	0.0420	0.0654	
19380	0.0396	0.0326	0.0304	0.1789	0.1426	0.1690	0.4483	0.0923	0.1535	0.1065	0.0375	0.0376	0.0384	0.0609	
19381	0.0199	0.0232	0.0315	0.1077	0.1142	0.1162	0.2826	0.0400	0.1344	0.0400	0.0081	0.0118	0.0126	0.0291	
19382	0.0552	0.0400	0.0347	0.2036	0.1685	0.1818	0.4167	0.0923	0.1623	0.1108	0.0244	0.0227	0.0808	0.1193	
19383	0.9655	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19384	0.0307	0.0320	0.0381	0.1188	0.1545	0.1326	0.2857	0.0462	0.1299	0.0462	0.2439	0.3117	0.0989	0.2002	
19385	0.0253	0.0249	0.0311	0.1273	0.1248	0.1263	0.3333	0.0513	0.1461	0.0615	0.0542	0.0727	0.0191	0.0406	
19386	0.0257	0.0252	0.0322	0.1244	0.0999	0.1235	0.3182	0.0479	0.1461	0.0547	0.0723	0.0992	0.0280	0.0609	
19387	0.0247	0.0248	0.0272	0.1433	0.1180	0.1439	0.4211	0.0738	0.1443	0.0738	0.0244	0.0287	0.0120	0.0224	
19388	0.0416	0.0328	0.0288	0.1961	0.1379	0.1791	0.3846	0.0839	0.1587	0.0839	0.0443	0.0419	0.0281	0.0422	
19389	0.0696	0.0530	0.0519	0.1648	0.1334	0.1610	0.3529	0.0692	0.1484	0.0923	0.0610	0.0641	0.0409	0.0681	
19390	0.0389	0.0380	0.0226	0.2376	0.2388	0.2652	0.4286	0.1385	0.1299	0.1385	0.0000	0.0000	0.0731	0.0740	
19391	0.0298	0.0251	0.0290	0.1527	0.1086	0.1364	0.3333	0.0554	0.1623	0.0554	0.0325	0.0404	0.0138	0.0271	
19392	0.0815	0.0595	0.0412	0.2376	0.2568	0.2273	0.3810	0.1055	0.1515	0.1055	0.1394	0.1039	0.0983	0.1161	
19393	0.1503	0.1201	0.0312	0.5430	0.5056	0.6061	0.8750	0.6462	0.1299	0.6462	0.2439	0.0682	0.8601	0.3808	
19394	0.0307	0.0280	0.0259	0.1745	0.1615	0.1705	0.4444	0.0923	0.1484	0.0923	0.0000	0.0000	0.0280	0.0440	
19395	0.0506	0.0398	0.0472	0.1396	0.1206	0.1330	0.3194	0.0518	0.1521	0.0563	0.0416	0.0530	0.0369	0.0745	
19396	0.0443	0.0360	0.0318	0.1867	0.1565	0.1786	0.4848	0.1055	0.1515	0.1187	0.1568	0.1487	0.0307	0.0462	
19397	0.0368	0.0298	0.0325	0.1584	0.1379	0.1446	0.3810	0.0671	0.1587	0.0755	0.0665	0.0779	0.0172	0.0319	
19398	0.1231	0.0400	0.0245	0.5769	0.1685	0.2576	0.2353	0.0738	0.3247	0.2031	0.0976	0.0641	0.0069	0.0072	
19400	0.0416	0.0320	0.0416	0.1357	0.1011	0.1212	0.3750	0.0554	0.1623	0.0369	0.0000	0.0000	0.0482	0.1066	
19401	0.0416	0.0334	0.0297	0.1900	0.1498	0.1768	0.5000	0.1077	0.1558	0.1231	0.0000	0.0000	0.0487	0.0740	
19402	0.0307	0.0296	0.0307	0.1471	0.1556	0.1515	0.4615	0.0852	0.1407	0.0852	0.0750	0.0839	0.0185	0.0328	
19403	0.0947	0.0475	0.0380	0.2941	0.1461	0.1970	0.3846	0.0923	0.2165	0.0923	0.0813	0.0699	0.0688	0.0937	
19404	0.0354	0.0248	0.0369	0.1357	0.0899	0.1061	0.0714	0.0092	0.1855	0.0092	0.0488	0.0779	0.0120	0.0305	
19405	0.0981	0.0817	0.0386	0.2986	0.2809	0.3333	0.8182	0.3323	0.1299	0.3323	0.3902	0.1983	0.1135	0.0914	
19406	0.0233	0.0236	0.0327	0.1145	0.0936	0.1136	0.2963	0.0410	0.1461	0.0410	0.0407	0.0606	0.0239	0.0564	
19408	0.0307	0.0275	0.0222	0.2036	0.1605	0.1948	0.5278	0.1253	0.1515	0.1385	0.1045	0.0909	0.0283	0.0389	
19409	0.0742	0.0534	0.0444	0.2036	0.1498	0.1894	0.5333	0.1231	0.1558	0.1231	0.1626	0.1455	0.0688	0.0975	
19410	0.0449	0.0325	0.0250	0.2402	0.1619	0.2050	0.4565	0.1140	0.1698	0.1249	0.1291	0.1067	0.0395	0.0517	
19411	0.0959	0.0801	0.0370	0.3054	0.3371	0.3409	0.6667	0.2769	0.1299	0.2769	0.6098	0.3031	0.1720	0.1354	
19412	0.0391	0.0331	0.0356	0.1514	0.1386	0.1465	0.4483	0.0800	0.1498	0.0800	0.1138	0.1317	0.0229	0.0420	
19413	0.0734	0.0555	0.0393	0.2279	0.2037	0.2225	0.4894	0.1327	0.1484	0.1269	0.0762	0.0580	0.0914	0.1102	
19414	0.0330	0.0261	0.0336	0.1414	0.0852	0.1222	0.2000	0.0298	0.1678	0.0298	0.0708	0.0982	0.0117	0.0256	
19415	0.0507	0.0400	0.0291	0.2262	0.2327	0.2164	0.4000	0.1055	0.1515	0.1451	0.0697	0.0545	0.0737	0.0914	
19416	0.0340	0.0265	0.0239	0.2036	0.1210	0.1748	0.3333	0.0710	0.1688	0.0852	0.0938	0.0909	0.0450	0.0690	
19417	0.0463	0.0380	0.0352	0.1745	0.1334	0.1705	0.5000	0.1038	0.1484	0.1154	0.0305	0.0303	0.0344	0.0542	
19419	0.0446	0.0332	0.0322	0.1851	0.1404	0.1623	0.3333	0.0659	0.1653	0.0659	0.0697	0.0727	0.0295	0.0487	
19420	0.0503	0.0387	0.0322	0.2036	0.1873	0.1894	0.5333	0.1231	0.1558	0.1692	0.0813	0.0727	0.0602	0.0853	
19421	0.0276	0.0288	0.0368	0.1139	0.1194	0.1231	0.3077	0.0462	0.1341	0.0462	0.0686	0.0944	0.0204	0.0445	
19422	0.0796	0.0495	0.0390	0.2460	0.1685	0.1997	0.4828	0.1175	0.1786	0.1427	0.1109	0.0940	0.0672	0.0903	
19423	0.0208	0.0228	0.0308	0.1131	0.1037	0.1166	0.3000	0.0426	0.1407	0.0426	0.0188	0.0273	0.0198	0.0457	
19424	0.0112	0.0176	0.0262	0.0950	0.1236	0.1061	0.4286	0.0554	0.1299	0.0369	0.0000	0.0000	0.0069	0.0174	
19425	0.0319	0.0329	0.0324	0.1433	0.1498	0.1599	0.3684	0.0718	0.1299	0.0718	0.1084	0.1148	0.0210	0.0353	
19427	0.0451	0.0375	0.0453	0.1327	0.1348	0.1303	0.2558	0.0406	0.1476	0.0443	0.1268	0.1649	0.0282	0.0581	
19428	0.0021	0.0109	0.0178	0.0864	0.0817	0.0964	0.2857	0.0336	0.1299	0.0336	0.0000	0.0000	0.0078	0.0218	
19429	0.0593	0.0386	0.0294	0.2545	0.1583	0.2066	0.4000	0.1007	0.1786	0.0923	0.1552	0.1273	0.0407	0.0528	
19430	0.0137	0.0194	0.0283	0.0970	0.1124	0.1082	0.3000	0.0396	0.1299	0.0396	0.0349	0.0545	0.0123	0.0305	
19431	0.0416	0.0320	0.0263	0.2149	0.1386	0.1919	0.5263	0.1231	0.1623	0.1723	0.0488	0.0430	0.0183	0.0257	
19432	0.0323	0.0332	0.0439	0.1067	0.0963	0.1190	0.3636	0.0527	0.1299	0.0527	0.2788	0.3967	0.0197	0.0443	
19433	0.0452	0.0301	0.0313	0.1923	0.1322	0.1515	0.2941	0.0543	0.1840	0.0652	0.1004	0.1123	0.0212	0.0376	
19434	0.0152	0.0206	0.0300	0.0970	0.0803	0.1082	0.2000	0.0264	0.1299	0.0264	0.0000	0.0000	0.0221	0.0548	
19435	0.0213	0.0251	0.0400	0.0885	0.1075	0.0988	0.3000	0.0361	0.1299	0.0361	0.0212	0.0364	0.0172	0.0467	
19436	0.0633	0.0560	0.0500	0.1584	0.1685	0.1768	0.5714	0.1231	0.1299	0.1231	0.0813	0.0779	0.0459	0.0696	
19437	0.0715	0.0382	0.0215	0.4072	0.2074	0.2797	0.3750	0.1278	0.2110	0.2556	0.0750	0.0454	0.0397	0.0381	
19438	0.1032	0.0427	0.0296	0.4072	0.2247	0.2273	0.6111	0.1692	0.2597	0.2000	0.0000	0.0000	0.0631	0.0745	
19439	0.0525	0.0549	0.0320	0.2121	0.2568	0.2706	0.6000	0.1978	0.1136	0.1714	0.2090	0.1309	0.0491	0.0487	
19440	0.0264	0.0240	0.0273	0.1493	0.1217	0.1389	0.4545	0.0769	0.1558	0.0923	0.0407	0.0496	0.0201	0.0388	
19441	0.0250	0.0266	0.0363	0.1083	0.0932	0.1154	0.2090	0.0294	0.1361	0.0315	0.0887	0.1303	0.0160	0.0373	
19442	0.0593	0.0424	0.0353	0.2121	0.1292	0.1894	0.4400	0.1015	0.1623	0.1108	0.0732	0.0655	0.0206	0.0292	
19443	0.0221	0.0244	0.0363	0.1000	0.0871	0.1061	0.2857	0.0369	0.1367	0.0369	0.0488	0.0779	0.0198	0.0500	
19444	0.0481	0.0345	0.0389	0.1629	0.1253	0.1399	0.4583	0.0781	0.1688	0.1136	0.1876	0.2273	0.0384	0.0736	
19445	0.0337	0.0342	0.0435	0.1111	0.1073	0.1240	0.1667	0.0252	0.1299	0.0252	0.0887	0.1212	0.0156	0.0339	
19446	0.0281	0.0288	0.0439	0.0970	0.0945	0.1033	0.2667	0.0336	0.1361	0.0336	0.0554	0.0909	0.0360	0.0934	
19447	0.0253	0.0240	0.0250	0.1584	0.1124	0.1515	0.4286	0.0791	0.1515	0.0527	0.0000	0.0000	0.0344	0.0609	
19448	0.0571	0.0328	0.0242	0.3006	0.1685	0.2135	0.6129	0.1594	0.2041	0.2014	0.0665	0.0528	0.0563	0.0708	
19449	0.0295	0.0280	0.0364	0.1207	0.1236	0.1212	0.3125	0.0462	0.1443	0.0462	0.0488	0.0682	0.0292	0.0647	
19450	0.0199	0.0240	0.0250	0.1357	0.1124	0.1515	0.5000	0.0923	0.1299	0.0923	0.0000	0.0000	0.0172	0.0305	
19451	0.0242	0.0255	0.0283	0.1357	0.1404	0.1420	0.4333	0.0750	0.1385	0.0808	0.0610	0.0727	0.0269	0.0508	
19454	0.0177	0.0224	0.0333	0.0950	0.1461	0.1061	0.2857	0.0369	0.1299	0.0369	0.0488	0.0779	0.0241	0.0609	
19455	0.0344	0.0231	0.0241	0.2036	0.0999	0.1515	0.3333	0.0615	0.1948	0.0821	0.0813	0.0909	0.0191	0.0339	
19456	0.2264	0.3523	0.2442	0.1018	0.1685	0.2273	0.6667	0.1846	0.0649	0.1846	0.2439	0.1818	0.1204	0.1422	
19457	0.0425	0.0305	0.0363	0.1584	0.1124	0.1326	0.3571	0.0577	0.1732	0.0808	0.1220	0.1558	0.0280	0.0566	
19458	0.0394	0.0214	0.0190	0.2851	0.1561	0.1768	0.4286	0.0923	0.2338	0.0923	0.0271	0.0260	0.0497	0.0754	
19459	0.0256	0.0229	0.0256	0.1557	0.1177	0.1407	0.4103	0.0703	0.1604	0.0835	0.0349	0.0419	0.0139	0.0266	
19460	0.0341	0.0320	0.0291	0.1671	0.1485	0.1732	0.5312	0.1121	0.1399	0.1253	0.0174	0.0170	0.0332	0.0514	
19462	0.0307	0.0297	0.0321	0.1410	0.1244	0.1461	0.4815	0.0857	0.1399	0.0857	0.0871	0.1010	0.0123	0.0226	
19463	0.0356	0.0275	0.0339	0.1483	0.1124	0.1277	0.3220	0.0501	0.1684	0.0527	0.0418	0.0555	0.0319	0.0671	
19464	0.0878	0.0494	0.0308	0.3394	0.1779	0.2525	0.4000	0.1231	0.1948	0.1385	0.0407	0.0273	0.0344	0.0366	
19465	0.1394	0.1121	0.0291	0.5430	0.5056	0.6061	0.8750	0.6462	0.1299	0.6462	0.0000	0.0000	0.3440	0.1523	
19466	0.0796	0.0151	0.0303	0.3167	0.0624	0.0786	0.3929	0.0376	0.5844	0.0650	0.1084	0.2338	0.0140	0.0479	
19467	0.0612	0.0544	0.0436	0.1765	0.2809	0.1970	0.6154	0.1477	0.1299	0.1477	0.0976	0.0839	0.0413	0.0562	
19468	0.0284	0.0275	0.0387	0.1107	0.0963	0.1118	0.2903	0.0396	0.1435	0.0396	0.0581	0.0880	0.0213	0.0511	
19469	0.0552	0.0400	0.0378	0.1867	0.1348	0.1667	0.4545	0.0923	0.1623	0.1108	0.0976	0.0992	0.0206	0.0332	
19470	0.0590	0.0440	0.0282	0.2647	0.2060	0.2462	0.3590	0.1077	0.1558	0.1231	0.0813	0.0560	0.0315	0.0344	
19471	0.2445	0.2842	0.0985	0.2715	0.3652	0.4545	0.6667	0.3692	0.0866	0.3692	0.1220	0.0454	0.1462	0.0863	
19472	0.0199	0.0240	0.0200	0.1697	0.1124	0.1894	0.2000	0.0462	0.1299	0.0462	0.0000	0.0000	0.0172	0.0244	
19473	0.0549	0.0498	0.0414	0.1697	0.1717	0.1894	0.5333	0.1231	0.1299	0.1282	0.0407	0.0364	0.1013	0.1435	
19474	0.0336	0.0270	0.0323	0.1493	0.1212	0.1316	0.3030	0.0486	0.1645	0.0534	0.0642	0.0826	0.0145	0.0295	
19475	0.0199	0.0249	0.0482	0.0704	0.0627	0.0816	0.1786	0.0178	0.1251	0.0178	0.0188	0.0389	0.0106	0.0348	
19476	0.0289	0.0263	0.0264	0.1640	0.1204	0.1569	0.4138	0.0791	0.1515	0.0791	0.0174	0.0188	0.0098	0.0168	
19477	0.0337	0.0269	0.0326	0.1481	0.1043	0.1299	0.3333	0.0527	0.1653	0.0659	0.0523	0.0682	0.0221	0.0457	
19478	0.0133	0.0210	0.0359	0.0756	0.0825	0.0923	0.2308	0.0260	0.1187	0.0260	0.0839	0.1539	0.0188	0.0547	
19479	0.1104	0.0681	0.0809	0.1584	0.0702	0.1326	0.1429	0.0231	0.1732	0.0692	0.1220	0.1558	0.0043	0.0087	
19480	0.1032	0.0512	0.0222	0.5430	0.2697	0.3636	0.5417	0.2400	0.2165	0.3508	0.0488	0.0227	0.0413	0.0305	
19481	0.0291	0.0280	0.0298	0.1459	0.1302	0.1481	0.3721	0.0671	0.1429	0.0713	0.0776	0.0888	0.0242	0.0439	
19482	0.0269	0.0248	0.0313	0.1318	0.1152	0.1250	0.3333	0.0508	0.1528	0.0554	0.0244	0.0331	0.0224	0.0480	
19484	0.0319	0.0312	0.0325	0.1429	0.1629	0.1515	0.5250	0.0969	0.1367	0.0923	0.0488	0.0545	0.0464	0.0823	
19485	0.2318	0.3603	0.0833	0.3054	0.5056	0.6818	0.5556	0.4615	0.0649	0.4615	0.0000	0.0000	0.1204	0.0474	
19488	0.0280	0.0300	0.0416	0.1018	0.1264	0.1136	0.3333	0.0462	0.1299	0.0462	0.0610	0.0909	0.0215	0.0508	
19489	0.0568	0.0427	0.0355	0.2036	0.1311	0.1894	0.5333	0.1231	0.1558	0.1538	0.0813	0.0727	0.0258	0.0366	
19490	0.0432	0.0360	0.0461	0.1260	0.1615	0.1231	0.3077	0.0462	0.1484	0.0462	0.0610	0.0839	0.0344	0.0750	
19491	0.0286	0.0217	0.0226	0.1900	0.1364	0.1515	0.3571	0.0659	0.1818	0.0659	0.0697	0.0779	0.0074	0.0131	
19492	0.1123	0.0921	0.0426	0.3054	0.3090	0.3409	0.5556	0.2308	0.1299	0.2308	0.3659	0.1818	0.0688	0.0542	
19493	0.0362	0.0240	0.0375	0.1357	0.0562	0.1010	0.0000	0.0000	0.1948	0.0000	0.0000	0.0000	0.0115	0.0305	
19494	0.0383	0.0314	0.0290	0.1833	0.1451	0.1705	0.4815	0.1000	0.1558	0.1231	0.0203	0.0202	0.0401	0.0632	
19495	0.0525	0.0275	0.0210	0.3224	0.1685	0.2056	0.6316	0.1582	0.2273	0.1846	0.0697	0.0574	0.0442	0.0577	
19496	0.0261	0.0261	0.0347	0.1164	0.1075	0.1186	0.3611	0.0522	0.1422	0.0482	0.0424	0.0606	0.0194	0.0440	
19497	0.0742	0.0641	0.0444	0.2036	0.2247	0.2273	0.6667	0.1846	0.1299	0.1846	0.4878	0.3637	0.1204	0.1422	
19498	0.0256	0.0283	0.0357	0.1118	0.1454	0.1248	0.3571	0.0543	0.1299	0.0543	0.0287	0.0389	0.0223	0.0479	
19499	0.0241	0.0230	0.0304	0.1260	0.1090	0.1194	0.3269	0.0476	0.1531	0.0476	0.0591	0.0839	0.0151	0.0340	
19500	0.1095	0.0901	0.0300	0.4242	0.3792	0.4735	0.6400	0.3692	0.1299	0.3462	0.1829	0.0655	0.1849	0.1048	
19501	0.0583	0.0454	0.0416	0.1775	0.1461	0.1717	0.4706	0.0985	0.1498	0.1046	0.1463	0.1444	0.0562	0.0878	
19502	0.0430	0.0324	0.0401	0.1448	0.1286	0.1276	0.2500	0.0389	0.1645	0.0486	0.0578	0.0767	0.0326	0.0685	
19503	0.0369	0.0320	0.0296	0.1745	0.1685	0.1705	0.5000	0.1038	0.1484	0.0923	0.0305	0.0303	0.0495	0.0779	
19504	0.0316	0.0280	0.0326	0.1414	0.1244	0.1353	0.3200	0.0527	0.1515	0.0527	0.0349	0.0436	0.0197	0.0390	
19505	0.0263	0.0222	0.0267	0.1517	0.1149	0.1309	0.3684	0.0587	0.1681	0.0671	0.0222	0.0287	0.0141	0.0289	
19506	0.0322	0.0310	0.0382	0.1222	0.1299	0.1278	0.4444	0.0692	0.1385	0.0577	0.0915	0.1212	0.0505	0.1061	
19507	0.0371	0.0339	0.0436	0.1188	0.1210	0.1224	0.3333	0.0497	0.1407	0.0497	0.1501	0.2078	0.0318	0.0696	
19508	0.0552	0.0500	0.0260	0.2715	0.2528	0.3030	0.6250	0.2308	0.1299	0.2308	0.0610	0.0341	0.1032	0.0914	
19509	0.0525	0.0384	0.0400	0.1697	0.1461	0.1515	0.4000	0.0738	0.1623	0.1108	0.1463	0.1636	0.0138	0.0244	
19510	0.1503	0.0600	0.0250	0.6787	0.1966	0.3788	0.3000	0.1385	0.2597	0.2769	0.1220	0.0545	0.0516	0.0366	
19511	0.0436	0.0415	0.0396	0.1481	0.1532	0.1653	0.5000	0.1007	0.1299	0.1007	0.0222	0.0227	0.0360	0.0584	
19512	0.0442	0.0324	0.0337	0.1757	0.1226	0.1515	0.3636	0.0671	0.1681	0.0671	0.0998	0.1115	0.0250	0.0443	
19513	0.0322	0.0292	0.0279	0.1674	0.1322	0.1649	0.5676	0.1140	0.1472	0.0977	0.0574	0.0590	0.0304	0.0494	
19514	0.0362	0.0360	0.0416	0.1222	0.1461	0.1364	0.5000	0.0831	0.1299	0.0831	0.0488	0.0606	0.0292	0.0575	
19515	0.0150	0.0184	0.0202	0.1433	0.1517	0.1439	0.4737	0.0831	0.1443	0.0831	0.0732	0.0861	0.0155	0.0289	
19516	0.0280	0.0320	0.0500	0.0848	0.0861	0.1010	0.2500	0.0308	0.1218	0.0185	0.0488	0.0818	0.0424	0.1127	
19517	0.0248	0.0277	0.0372	0.1049	0.0970	0.1171	0.2941	0.0420	0.1299	0.0420	0.0443	0.0641	0.0188	0.0430	
19518	0.0223	0.0226	0.0299	0.1222	0.0983	0.1193	0.2698	0.0392	0.1484	0.0415	0.0244	0.0346	0.0125	0.0280	
19519	0.0248	0.0190	0.0234	0.1666	0.0983	0.1278	0.2963	0.0462	0.1889	0.0519	0.0152	0.0202	0.0161	0.0339	
19520	0.0400	0.0389	0.0270	0.2036	0.2408	0.2273	0.6190	0.1714	0.1299	0.1714	0.0349	0.0260	0.0442	0.0522	
19521	0.0329	0.0420	0.0500	0.0950	0.0983	0.1326	0.2857	0.0462	0.1039	0.0462	0.2439	0.3117	0.0301	0.0609	
19522	0.0416	0.0286	0.0297	0.1900	0.1063	0.1515	0.3571	0.0659	0.1818	0.0692	0.0523	0.0584	0.0313	0.0555	
19523	0.0257	0.0217	0.0255	0.1566	0.1157	0.1337	0.3000	0.0489	0.1698	0.0489	0.0430	0.0545	0.0223	0.0447	
19524	0.0222	0.0228	0.0280	0.1298	0.1124	0.1282	0.2727	0.0426	0.1468	0.0462	0.0188	0.0248	0.0298	0.0623	
19525	0.0447	0.0423	0.0440	0.1357	0.1525	0.1515	0.3571	0.0659	0.1299	0.0659	0.0697	0.0779	0.0221	0.0392	
19526	0.0230	0.0230	0.0274	0.1357	0.1264	0.1326	0.3571	0.0577	0.1484	0.0692	0.0000	0.0000	0.0129	0.0261	
19527	0.0101	0.0168	0.0250	0.0950	0.0955	0.1061	0.2857	0.0369	0.1299	0.0369	0.0244	0.0389	0.0086	0.0218	
19528	0.0503	0.0387	0.0201	0.3258	0.2154	0.3030	0.4167	0.1538	0.1558	0.1846	0.0813	0.0454	0.0487	0.0432	
19529	0.0325	0.0334	0.0446	0.1056	0.1139	0.1178	0.3214	0.0462	0.1299	0.0462	0.0610	0.0877	0.0397	0.0903	
19530	0.0525	0.0277	0.0267	0.2536	0.1345	0.1630	0.3239	0.0643	0.2256	0.1119	0.0443	0.0461	0.0328	0.0541	
19533	0.0253	0.0280	0.0291	0.1357	0.1292	0.1515	0.5000	0.0923	0.1299	0.0923	0.0244	0.0273	0.0568	0.1005	
19534	0.0492	0.0326	0.0316	0.2036	0.1204	0.1623	0.2667	0.0527	0.1818	0.0725	0.1220	0.1273	0.0283	0.0467	
19535	0.0590	0.0528	0.0305	0.2443	0.3596	0.2727	0.7222	0.2400	0.1299	0.2400	0.0488	0.0303	0.0929	0.0914	
19536	0.0590	0.0294	0.0239	0.3122	0.1623	0.1936	0.4348	0.1026	0.2338	0.1436	0.1355	0.1186	0.0248	0.0344	
