essId	gErrCnt	gErrTypes	sErrCnt	sErrTypes	gErrSpanSum	avgGErrSpan	gErrDen
15399	.047	.163	.0	.0	.019	.039	.012
15400	.0	.0	.0	.0	.0	.0	.0
15401	.008	.054	.03	.041	.01	.118	.004
15402	.0	.0	.015	.02	.0	.0	.0
15403	.0	.0	.06	.082	.0	.0	.0
15404	.11	.163	.06	.082	.045	.039	.025
15405	.039	.272	.106	.143	.124	.306	.025
15406	.016	.054	.03	.041	.022	.137	.007
15407	.0	.0	.0	.0	.0	.0	.0
15408	.063	.326	.0	.0	.07	.108	.016
15409	.063	.163	.015	.02	.025	.039	.017
15410	.0	.0	.0	.0	.0	.0	.0
15411	.118	.217	.0	.0	.051	.042	.025
15412	.0	.0	.0	.0	.0	.0	.0
15413	.095	.217	.091	.122	.07	.072	.079
15414	.039	.163	.0	.0	.054	.134	.033
15415	.039	.163	.06	.082	.041	.102	.009
15416	.024	.163	.076	.082	.01	.039	.004
15417	.087	.163	.0	.0	.06	.068	.02
15418	.0	.0	.0	.0	.0	.0	.0
15419	.039	.272	.015	.02	.073	.181	.01
15420	.0	.0	.06	.082	.0	.0	.0
15421	.063	.163	.03	.041	.025	.039	.02
15422	.047	.163	.015	.02	.019	.039	.024
15423	.047	.163	.045	.041	.019	.039	.017
15424	.032	.109	.045	.061	.013	.039	.011
15425	.0	.0	.015	.02	.0	.0	.0
15426	.008	.054	.0	.0	.013	.157	.02
15427	.079	.109	.03	.041	.032	.039	.025
15428	.063	.109	.06	.082	.025	.039	.014
15429	.0	.0	.0	.0	.0	.0	.0
15430	.079	.163	.0	.0	.032	.039	.015
15431	.008	.054	.015	.02	.025	.314	.003
15432	.016	.109	.03	.041	.006	.039	.004
15433	.008	.054	.03	.041	.064	.785	.002
15434	.008	.054	.03	.02	.01	.118	.007
15435	.095	.163	.045	.061	.038	.039	.024
15436	.11	.38	.06	.082	.178	.157	.023
15437	.0	.0	.045	.061	.0	.0	.0
15438	.0	.0	.0	.0	.0	.0	.0
15439	.008	.054	.076	.102	.038	.471	.004
15440	.055	.217	.106	.143	.025	.045	.017
15441	.0	.0	.015	.02	.0	.0	.0
15442	.079	.326	.03	.041	.073	.09	.028
15443	.016	.109	.015	.02	.006	.039	.006
15444	.016	.109	.03	.041	.006	.039	.004
15445	.071	.163	.03	.041	.051	.07	.029
15446	.047	.163	.015	.02	.019	.039	.013
15447	.047	.163	.03	.041	.019	.039	.012
15448	.024	.163	.015	.02	.022	.092	.005
15449	.016	.109	.076	.102	.006	.039	.005
15450	.079	.163	.06	.082	.032	.039	.015
15451	.008	.054	.0	.0	.029	.353	.002
15452	.0	.0	.045	.061	.0	.0	.0
15453	.0	.0	.03	.041	.0	.0	.0
15454	.0	.0	.015	.02	.0	.0	.0
15455	.024	.109	.03	.041	.041	.17	.008
15456	.047	.163	.03	.041	.035	.072	.013
15457	.063	.109	.076	.102	.025	.039	.011
15458	.008	.054	.045	.061	.006	.079	.004
15459	.174	.163	.045	.061	.07	.039	.033
15460	.0	.0	.015	.02	.0	.0	.0
15461	.032	.109	.015	.02	.013	.039	.011
15462	.039	.217	.121	.163	.025	.063	.009
15463	.016	.109	.0	.0	.006	.039	.007
15464	.055	.272	.045	.061	.06	.107	.015
15465	.016	.109	.045	.041	.054	.334	.003
15466	.0	.0	.03	.041	.0	.0	.0
15467	.126	.109	.03	.041	.051	.039	.029
15468	.024	.163	.0	.0	.035	.144	.015
15469	.095	.163	.06	.082	.038	.039	.026
15470	.039	.163	.076	.102	.022	.055	.014
15471	.047	.163	.0	.0	.019	.039	.015
15472	.008	.054	.0	.0	.01	.118	.003
15473	.032	.217	.03	.041	.057	.177	.011
15474	.008	.054	.015	.02	.038	.471	.002
15475	.047	.163	.03	.041	.019	.039	.015
15476	.079	.163	.076	.061	.032	.039	.025
15477	.016	.109	.0	.0	.006	.039	.003
15478	.079	.163	.121	.122	.032	.039	.028
15479	.008	.054	.076	.102	.013	.157	.003
15480	.0	.0	.0	.0	.0	.0	.0
15481	.008	.054	.015	.02	.013	.157	.002
15482	.0	.0	.045	.061	.0	.0	.0
15483	.032	.109	.03	.041	.013	.039	.026
15484	.016	.109	.015	.02	.006	.039	.005
15485	.071	.217	.03	.041	.041	.057	.022
15486	.008	.054	.015	.02	.006	.079	.003
15487	.0	.0	.0	.0	.0	.0	.0
15488	.0	.0	.03	.041	.0	.0	.0
15489	.047	.272	.03	.041	.048	.098	.013
15490	.032	.109	.045	.061	.013	.039	.016
15491	.087	.217	.045	.061	.057	.064	.018
15492	.008	.054	.015	.02	.013	.157	.002
15493	.252	.217	.015	.02	.127	.049	.052
15494	.11	.163	.045	.061	.045	.039	.028
15495	.0	.0	.015	.02	.0	.0	.0
15496	.008	.054	.0	.0	.006	.079	.003
15497	.0	.0	.091	.122	.0	.0	.0
15498	.0	.0	.03	.041	.0	.0	.0
15499	.079	.326	.106	.143	.073	.09	.033
15500	.063	.109	.015	.02	.025	.039	.026
15501	.063	.109	.015	.02	.025	.039	.026
15502	.039	.272	.0	.0	.048	.118	.01
15503	.032	.109	.045	.041	.013	.039	.013
15504	.039	.163	.0	.0	.019	.047	.033
15505	.008	.054	.015	.02	.013	.157	.004
15506	.008	.054	.06	.061	.019	.236	.002
15507	.0	.0	.0	.0	.0	.0	.0
15508	.016	.109	.03	.041	.038	.236	.004
15509	.063	.109	.03	.041	.025	.039	.012
15510	.103	.163	.045	.041	.057	.054	.026
15511	.016	.109	.06	.082	.054	.334	.004
15512	.087	.217	.121	.122	.067	.075	.022
15513	.0	.0	.0	.0	.0	.0	.0
15514	.0	.0	.0	.0	.0	.0	.0
15515	.063	.109	.03	.041	.025	.039	.014
15516	.103	.217	.06	.061	.073	.069	.028
15517	.0	.0	.045	.061	.0	.0	.0
15518	.0	.0	.03	.041	.0	.0	.0
15519	.039	.163	.045	.061	.048	.118	.011
15520	.039	.163	.015	.02	.025	.063	.009
15521	.181	.217	.03	.041	.102	.055	.032
15522	.008	.054	.06	.061	.041	.51	.003
15523	.158	.272	.076	.102	.108	.067	.028
15524	.079	.109	.0	.0	.032	.039	.028
15525	.0	.0	.0	.0	.0	.0	.0
15526	.0	.0	.03	.041	.0	.0	.0
15527	.0	.0	.0	.0	.0	.0	.0
15528	.032	.109	.0	.0	.013	.039	.01
15529	.008	.054	.03	.041	.006	.079	.002
15530	.0	.0	.015	.02	.0	.0	.0
15531	.016	.054	.151	.204	.006	.039	.006
15532	.008	.054	.0	.0	.038	.471	.01
15533	.047	.163	.03	.041	.019	.039	.008
15534	.174	.217	.181	.204	.073	.041	.039
15535	.063	.163	.015	.02	.025	.039	.016
15536	.0	.0	.015	.02	.0	.0	.0
15537	.055	.217	.076	.102	.051	.09	.028
15538	.016	.109	.015	.02	.013	.079	.007
15539	.032	.109	.045	.061	.013	.039	.01
15540	.055	.217	.06	.082	.045	.079	.028
15541	.032	.109	.03	.041	.013	.039	.01
15542	.047	.109	.03	.02	.019	.039	.013
15543	.063	.109	.03	.041	.025	.039	.026
15544	.087	.272	.106	.082	.057	.064	.024
15545	.0	.0	.06	.061	.0	.0	.0
15546	.008	.054	.03	.041	.07	.864	.002
15547	.039	.163	.076	.102	.016	.039	.012
15548	.0	.0	.045	.041	.0	.0	.0
15549	.11	.163	.091	.122	.045	.039	.021
15550	.024	.163	.045	.061	.016	.065	.007
15551	.055	.163	.015	.02	.025	.045	.02
15552	.008	.054	.015	.02	.013	.157	.007
15553	.0	.0	.045	.02	.0	.0	.0
15554	.016	.109	.076	.102	.013	.079	.006
15555	.087	.217	.045	.061	.041	.046	.027
15556	.0	.0	.045	.061	.0	.0	.0
15557	.008	.054	.0	.0	.013	.157	.002
15558	.032	.109	.03	.041	.013	.039	.01
15559	.0	.0	.0	.0	.0	.0	.0
15560	.032	.109	.03	.041	.013	.039	.009
15561	.055	.217	.06	.041	.035	.062	.012
15562	.016	.109	.03	.041	.006	.039	.007
15563	.008	.054	.015	.02	.013	.157	.002
15564	.008	.054	.015	.02	.01	.118	.003
15565	.008	.054	.03	.041	.006	.079	.002
15566	.032	.163	.03	.041	.013	.039	.01
15567	.016	.109	.136	.184	.057	.353	.007
15568	.008	.054	.0	.0	.025	.314	.002
15569	.016	.109	.015	.02	.006	.039	.013
15570	.008	.054	.0	.0	.006	.079	.005
15571	.0	.0	.015	.02	.0	.0	.0
15572	.0	.0	.045	.061	.0	.0	.0
15573	.0	.0	.015	.02	.0	.0	.0
15574	.039	.163	.076	.102	.029	.071	.006
15575	.063	.109	.045	.061	.025	.039	.014
15576	.079	.163	.06	.082	.032	.039	.025
15577	.024	.163	.06	.082	.035	.144	.007
15578	.142	.272	.03	.041	.083	.057	.024
15579	.032	.109	.06	.082	.013	.039	.013
15580	.071	.163	.03	.041	.032	.044	.029
15581	.016	.109	.015	.02	.006	.039	.007
15582	.039	.163	.0	.0	.06	.149	.014
15583	.103	.163	.0	.0	.086	.082	.023
15584	.0	.0	.015	.02	.0	.0	.0
15585	.0	.0	.045	.041	.0	.0	.0
15586	.079	.109	.06	.082	.032	.039	.02
15587	.095	.109	.0	.0	.038	.039	.021
15588	.047	.109	.0	.0	.019	.039	.029
15589	.008	.054	.03	.041	.01	.118	.003
15590	.008	.054	.06	.082	.029	.353	.002
15591	.032	.109	.015	.02	.013	.039	.016
15592	.079	.163	.03	.041	.032	.039	.018
15593	.079	.109	.0	.0	.032	.039	.028
15594	.0	.0	.015	.02	.0	.0	.0
15595	.095	.109	.06	.061	.038	.039	.021
15596	.0	.0	.0	.0	.0	.0	.0
15597	.063	.109	.03	.041	.025	.039	.016
15598	.032	.217	.06	.082	.032	.098	.008
15599	.055	.163	.015	.02	.022	.039	.02
15600	.032	.163	.015	.02	.013	.039	.013
15601	.055	.163	.045	.061	.045	.079	.017
15602	.0	.0	.0	.0	.0	.0	.0
15603	.158	.217	.151	.082	.076	.047	.049
15604	.016	.109	.015	.02	.022	.137	.008
15605	.079	.163	.015	.02	.032	.039	.025
15606	.087	.272	.0	.0	.064	.071	.02
15607	.047	.109	.03	.041	.019	.039	.013
15608	.008	.054	.0	.0	.01	.118	.002
15609	.016	.109	.0	.0	.057	.353	.008
15610	.047	.163	.151	.163	.019	.039	.008
15611	.008	.054	.0	.0	.038	.471	.002
15612	.055	.217	.015	.02	.022	.039	.015
15613	.032	.163	.015	.02	.013	.039	.01
15614	.0	.0	.015	.02	.0	.0	.0
15615	.055	.217	.015	.02	.054	.095	.009
15616	.0	.0	.015	.02	.0	.0	.0
15617	.079	.163	.0	.0	.032	.039	.018
15618	.047	.109	.03	.041	.019	.039	.017
15619	.079	.109	.045	.02	.032	.039	.025
15620	.047	.163	.076	.102	.019	.039	.017
15621	.134	.217	.0	.0	.06	.044	.033
15622	.032	.217	.03	.041	.06	.187	.008
15623	.039	.217	.0	.0	.041	.102	.02
15624	.11	.163	.0	.0	.045	.039	.02
15625	.0	.0	.06	.082	.0	.0	.0
15626	.024	.163	.091	.122	.076	.314	.012
15627	.032	.217	.03	.041	.032	.098	.016
15628	.016	.109	.0	.0	.01	.059	.01
15629	.103	.163	.045	.061	.07	.066	.028
15630	.0	.0	.015	.02	.0	.0	.0
15631	.079	.109	.045	.061	.032	.039	.018
15632	.016	.109	.045	.041	.016	.098	.007
15633	.032	.109	.015	.02	.013	.039	.01
15634	.063	.163	.106	.061	.025	.039	.017
15635	.079	.163	.015	.02	.032	.039	.02
15636	.0	.0	.045	.061	.0	.0	.0
15637	.016	.054	.045	.061	.038	.236	.005
15638	.016	.109	.076	.102	.019	.118	.008
15639	.032	.109	.227	.306	.057	.177	.013
15640	.142	.326	.136	.184	.134	.092	.032
15641	.071	.217	.0	.0	.054	.074	.015
15642	.0	.0	.076	.102	.0	.0	.0
15643	.008	.054	.045	.041	.01	.118	.002
15644	.008	.054	.03	.041	.01	.118	.002
15645	.071	.163	.045	.061	.032	.044	.022
15646	.008	.054	.091	.102	.013	.157	.003
15647	.024	.163	.06	.082	.06	.249	.01
15648	.024	.163	.03	.041	.045	.183	.015
15649	.0	.0	.0	.0	.0	.0	.0
15650	.0	.0	.0	.0	.0	.0	.0
15651	.071	.217	.0	.0	.092	.127	.013
15652	.047	.217	.03	.041	.048	.098	.012
15653	.118	.217	.045	.061	.07	.058	.023
15654	.008	.054	.0	.0	.006	.079	.002
15655	.095	.272	.076	.082	.099	.101	.024
15656	.0	.0	.151	.184	.0	.0	.0
15657	.0	.0	.03	.041	.0	.0	.0
15658	.055	.163	.015	.02	.029	.05	.014
15659	.008	.054	.03	.041	.013	.157	.003
15660	.016	.109	.015	.02	.029	.177	.008
15661	.039	.217	.015	.02	.019	.047	.033
15662	.032	.217	.076	.102	.045	.137	.01
15663	.0	.0	.0	.0	.0	.0	.0
15664	.0	.0	.03	.041	.0	.0	.0
15665	.087	.163	.015	.02	.057	.064	.018
15666	.016	.054	.03	.041	.025	.157	.007
15667	.118	.217	.136	.122	.064	.052	.018
15668	.008	.054	.0	.0	.022	.275	.003
15669	.095	.109	.015	.02	.038	.039	.029
15670	.032	.109	.045	.061	.013	.039	.011
15671	.016	.109	.0	.0	.006	.039	.007
15672	.0	.0	.03	.041	.0	.0	.0
15673	.016	.109	.0	.0	.041	.255	.006
15674	.016	.109	.06	.082	.006	.039	.004
15675	.0	.0	.03	.02	.0	.0	.0
15676	.008	.054	.015	.02	.01	.118	.002
15677	.016	.109	.0	.0	.013	.079	.005
15678	.008	.054	.045	.041	.029	.353	.003
15679	.008	.054	.076	.061	.01	.118	.002
15680	.008	.054	.06	.061	.006	.079	.002
15681	.103	.163	.0	.0	.076	.072	.023
15682	.047	.163	.045	.061	.019	.039	.013
15683	.008	.054	.015	.02	.025	.314	.005
15684	.008	.054	.03	.041	.013	.157	.002
15685	.032	.109	.0	.0	.013	.039	.016
15686	.0	.0	.015	.02	.0	.0	.0
15687	.0	.0	.106	.143	.0	.0	.0
15688	.063	.272	.06	.082	.051	.079	.02
15689	.063	.163	.076	.061	.025	.039	.016
15690	.0	.0	.0	.0	.0	.0	.0
15691	.0	.0	.015	.02	.0	.0	.0
15692	.055	.163	.076	.082	.032	.056	.015
15693	.039	.272	.06	.082	.124	.306	.014
15694	.016	.109	.151	.163	.035	.216	.01
15695	.118	.272	.03	.041	.064	.052	.049
15696	.016	.109	.03	.041	.006	.039	.005
15697	.118	.217	.0	.0	.067	.055	.027
15698	.016	.109	.06	.041	.07	.432	.005
15699	.055	.217	.03	.041	.054	.095	.014
15700	.047	.109	.045	.061	.019	.039	.013
15701	.008	.054	.03	.041	.057	.707	.004
15702	.055	.217	.106	.082	.045	.079	.015
15703	.0	.0	.03	.041	.0	.0	.0
15704	.008	.054	.03	.041	.006	.079	.007
15705	.11	.272	.03	.041	.06	.053	.025
15706	.079	.163	.0	.0	.032	.039	.015
15707	.11	.272	.03	.041	.064	.056	.031
15708	.079	.163	.045	.061	.032	.039	.015
15709	.008	.054	.03	.041	.006	.079	.002
15710	.0	.0	.0	.0	.0	.0	.0
15711	.055	.163	.045	.061	.022	.039	.02
15712	.016	.109	.0	.0	.064	.393	.004
15713	.103	.217	.121	.082	.048	.045	.021
15714	.016	.109	.015	.02	.006	.039	.005
15715	.039	.272	.06	.082	.095	.236	.012
15716	.008	.054	.015	.02	.022	.275	.003
15717	.0	.0	.06	.082	.0	.0	.0
15718	.11	.217	.03	.041	.054	.048	.023
15719	.008	.054	.045	.061	.01	.118	.003
15720	.0	.0	.091	.122	.0	.0	.0
15721	.142	.163	.106	.122	.057	.039	.051
15722	.016	.109	.136	.184	.086	.53	.003
15723	.0	.0	.0	.0	.0	.0	.0
15724	.079	.163	.076	.102	.035	.043	.028
15725	.0	.0	.0	.0	.0	.0	.0
15726	.016	.109	.045	.061	.041	.255	.006
15727	.008	.054	.03	.041	.006	.079	.003
15728	.016	.109	.0	.0	.054	.334	.013
15729	.063	.109	.136	.143	.025	.039	.017
15730	.0	.0	.03	.041	.0	.0	.0
15731	.008	.054	.015	.02	.029	.353	.002
15732	.016	.109	.03	.041	.006	.039	.006
15733	.016	.109	.0	.0	.006	.039	.013
15734	.055	.163	.091	.122	.035	.062	.023
15735	.008	.054	.076	.082	.013	.157	.004
15736	.0	.0	.06	.061	.0	.0	.0
15737	.008	.054	.06	.082	.029	.353	.003
15738	.047	.163	.015	.02	.019	.039	.029
15739	.0	.0	.015	.02	.0	.0	.0
15740	.071	.217	.045	.061	.035	.048	.029
15741	.079	.109	.015	.02	.032	.039	.033
15742	.055	.163	.045	.061	.029	.05	.017
15743	.0	.0	.03	.041	.0	.0	.0
15744	.008	.054	.06	.082	.01	.118	.002
15745	.039	.217	.045	.061	.086	.212	.006
15746	.071	.163	.015	.02	.038	.052	.018
15747	.016	.109	.03	.041	.057	.353	.005
15748	.0	.0	.03	.041	.0	.0	.0
15749	.0	.0	.0	.0	.0	.0	.0
15750	.016	.109	.0	.0	.019	.118	.01
15751	.079	.163	.0	.0	.032	.039	.022
15752	.079	.217	.015	.02	.048	.059	.018
15753	.0	.0	.0	.0	.0	.0	.0
15754	.118	.217	.03	.041	.073	.06	.029
15755	.008	.054	.03	.041	.006	.079	.004
15756	.063	.109	.03	.041	.025	.039	.02
15757	.063	.217	.03	.041	.054	.083	.017
15758	.118	.217	.03	.041	.067	.055	.029
15759	.032	.109	.0	.0	.013	.039	.013
15760	.024	.109	.03	.041	.025	.105	.012
15761	.079	.217	.045	.061	.054	.067	.022
15762	.032	.109	.015	.02	.013	.039	.011
15763	.095	.163	.03	.041	.038	.039	.029
15764	.11	.272	.091	.102	.108	.095	.028
15765	.103	.163	.06	.061	.067	.063	.026
15766	.079	.163	.015	.02	.032	.039	.025
15767	.071	.217	.03	.041	.035	.048	.013
15768	.0	.0	.0	.0	.0	.0	.0
15769	.039	.163	.015	.02	.045	.11	.02
15770	.0	.0	.0	.0	.0	.0	.0
15771	.079	.217	.076	.102	.041	.051	.018
15772	.079	.163	.106	.143	.032	.039	.018
15773	.039	.163	.0	.0	.035	.086	.014
15774	.063	.109	.03	.041	.025	.039	.02
15775	.047	.217	.045	.061	.025	.052	.013
15776	.095	.109	.03	.041	.038	.039	.02
15777	.0	.0	.076	.082	.0	.0	.0
15778	.0	.0	.03	.041	.0	.0	.0
15779	.071	.163	.06	.061	.035	.048	.022
15780	.047	.163	.015	.02	.032	.065	.01
15781	.103	.217	.015	.02	.048	.045	.015
15782	.063	.109	.045	.041	.025	.039	.02
15783	.047	.217	.045	.061	.057	.118	.013
15784	.008	.054	.045	.061	.029	.353	.003
15785	.055	.163	.03	.041	.029	.05	.015
15786	.079	.163	.015	.02	.032	.039	.028
15787	.103	.272	.106	.122	.06	.057	.032
15788	.158	.272	.045	.061	.111	.069	.026
15789	.039	.163	.106	.143	.032	.079	.009
15790	.079	.217	.0	.0	.076	.094	.018
15791	.024	.054	.06	.082	.051	.209	.006
15792	.0	.0	.015	.02	.0	.0	.0
15793	.016	.109	.076	.102	.057	.353	.007
15794	.189	.217	.06	.082	.076	.039	.047
15795	.008	.054	.015	.02	.01	.118	.002
15796	.008	.054	.015	.02	.038	.471	.002
15797	.0	.0	.045	.061	.0	.0	.0
15798	.0	.0	.076	.102	.0	.0	.0
15799	.024	.163	.06	.082	.013	.052	.012
15800	.055	.217	.045	.061	.025	.045	.014
15801	.071	.326	.015	.02	.073	.1	.029
15802	.008	.054	.03	.041	.041	.51	.003
15803	.008	.054	.015	.02	.01	.118	.002
15804	.063	.109	.015	.02	.025	.039	.017
15805	.095	.109	.015	.02	.038	.039	.021
15806	.0	.0	.015	.02	.0	.0	.0
15807	.0	.0	.06	.061	.0	.0	.0
15808	.008	.054	.06	.082	.029	.353	.005
15809	.0	.0	.03	.041	.0	.0	.0
15810	.008	.054	.151	.204	.025	.314	.007
15811	.0	.0	.0	.0	.0	.0	.0
15812	.008	.054	.03	.041	.029	.353	.003
15813	.063	.109	.045	.02	.025	.039	.022
15814	.142	.163	.015	.02	.057	.039	.032
15815	.079	.163	.03	.041	.032	.039	.025
15816	.063	.163	.045	.061	.025	.039	.031
15817	.032	.217	.015	.02	.025	.079	.008
15818	.016	.109	.03	.041	.006	.039	.006
15819	.024	.163	.076	.102	.045	.183	.01
15820	.11	.217	.015	.02	.057	.05	.025
15821	.039	.217	.0	.0	.038	.094	.011
15822	.032	.109	.03	.041	.013	.039	.016
15823	.0	.0	.0	.0	.0	.0	.0
15824	.134	.326	.121	.082	.124	.09	.028
15825	.11	.163	.015	.02	.045	.039	.039
15826	.008	.054	.03	.041	.016	.196	.002
15827	.047	.217	.045	.061	.032	.065	.01
15828	.024	.163	.015	.02	.035	.144	.008
15829	.0	.0	.03	.041	.0	.0	.0
15830	.008	.054	.06	.082	.025	.314	.002
15831	.016	.109	.0	.0	.045	.275	.013
15832	.016	.109	.045	.061	.006	.039	.013
15833	.016	.109	.045	.061	.006	.039	.02
15834	.0	.0	.015	.02	.0	.0	.0
15835	.039	.163	.015	.02	.038	.094	.008
15836	.0	.0	.015	.02	.0	.0	.0
15837	.071	.217	.151	.204	.051	.07	.025
15838	.039	.163	.015	.02	.045	.11	.011
15839	.016	.109	.0	.0	.067	.412	.005
15840	.039	.272	.045	.061	.083	.204	.007
15841	.016	.109	.015	.02	.025	.157	.01
15842	.0	.0	.0	.0	.0	.0	.0
15843	.11	.163	.045	.061	.045	.039	.039
15844	.016	.109	.015	.02	.006	.039	.007
15845	.032	.109	.015	.02	.013	.039	.01
15846	.016	.109	.015	.02	.006	.039	.004
15847	.024	.163	.015	.02	.013	.052	.015
15848	.032	.109	.03	.041	.013	.039	.005
15849	.0	.0	.015	.02	.0	.0	.0
15850	.008	.054	.015	.02	.01	.118	.01
15851	.0	.0	.045	.041	.0	.0	.0
15852	.016	.109	.06	.082	.022	.137	.004
15853	.008	.054	.06	.082	.013	.157	.003
15854	.016	.109	.076	.082	.006	.039	.004
15855	.063	.163	.03	.041	.025	.039	.017
15856	.016	.109	.03	.041	.006	.039	.004
15857	.039	.163	.015	.02	.019	.047	.009
15858	.008	.054	.03	.041	.079	.982	.004
15859	.008	.054	.0	.0	.013	.157	.004
15860	.047	.163	.015	.02	.019	.039	.02
15861	.158	.163	.0	.0	.064	.039	.039
15862	.0	.0	.03	.041	.0	.0	.0
15863	.047	.163	.015	.02	.019	.039	.012
15864	.071	.163	.045	.061	.051	.07	.018
15865	.0	.0	.03	.041	.0	.0	.0
15866	.11	.217	.03	.041	.057	.05	.028
15867	.047	.163	.0	.0	.019	.039	.02
15868	.079	.272	.015	.02	.041	.051	.028
15869	.055	.217	.015	.02	.064	.112	.017
15870	.055	.217	.045	.061	.045	.079	.015
15871	.016	.109	.015	.02	.051	.314	.003
15872	.0	.0	.0	.0	.0	.0	.0
15873	.008	.054	.0	.0	.006	.079	.004
15874	.0	.0	.015	.02	.0	.0	.0
15875	.016	.109	.015	.02	.092	.569	.02
15876	.047	.163	.03	.041	.019	.039	.013
15877	.095	.163	.0	.0	.038	.039	.026
15878	.0	.0	.045	.061	.0	.0	.0
15879	.008	.054	.0	.0	.01	.118	.002
15880	.024	.163	.015	.02	.016	.065	.007
15881	.063	.109	.06	.061	.025	.039	.017
15882	.0	.0	.045	.061	.0	.0	.0
15883	.063	.109	.045	.061	.025	.039	.022
15884	.032	.109	.106	.122	.013	.039	.02
15885	.126	.163	.045	.061	.051	.039	.035
15886	.087	.326	.0	.0	.067	.075	.017
15887	.024	.163	.045	.041	.013	.052	.007
15888	.095	.109	.0	.0	.038	.039	.024
15889	.024	.163	.136	.184	.038	.157	.02
15890	.063	.163	.121	.143	.025	.039	.017
15891	.063	.109	.0	.0	.025	.039	.014
15892	.087	.326	.181	.204	.105	.118	.027
15893	.063	.109	.045	.061	.025	.039	.02
15894	.008	.054	.03	.041	.003	.039	.003
15895	.103	.163	.06	.041	.048	.045	.02
15896	.032	.163	.03	.041	.032	.098	.009
15897	.087	.217	.06	.082	.105	.118	.027
15898	.055	.272	.076	.102	.07	.123	.028
15899	.016	.109	.045	.061	.006	.039	.008
15900	.071	.163	.03	.02	.035	.048	.02
15901	.055	.163	.045	.041	.022	.039	.017
15902	.079	.109	.06	.082	.032	.039	.02
15903	.016	.109	.03	.041	.041	.255	.006
15904	.0	.0	.045	.041	.0	.0	.0
15905	.079	.109	.0	.0	.032	.039	.018
15906	.032	.109	.0	.0	.013	.039	.01
15907	.0	.0	.0	.0	.0	.0	.0
15908	.071	.163	.091	.122	.086	.118	.02
15909	.039	.163	.015	.02	.019	.047	.012
15910	.0	.0	.03	.041	.0	.0	.0
15911	.0	.0	.015	.02	.0	.0	.0
15912	.0	.0	.045	.061	.0	.0	.0
15913	.024	.054	.03	.041	.029	.118	.012
15914	.008	.054	.015	.02	.01	.118	.003
15915	.024	.163	.015	.02	.01	.039	.005
15916	.126	.163	.03	.041	.051	.039	.031
15917	.008	.054	.015	.02	.019	.236	.007
15918	.11	.38	.0	.0	.099	.087	.02
15919	.016	.054	.015	.02	.032	.196	.007
15920	.063	.163	.015	.02	.048	.074	.017
15921	.047	.163	.03	.041	.019	.039	.013
15922	.095	.272	.121	.143	.079	.082	.024
15923	.008	.054	.015	.02	.013	.157	.002
15924	.024	.163	.045	.061	.041	.17	.005
15925	.0	.0	.015	.02	.0	.0	.0
15926	.008	.054	.03	.041	.013	.157	.003
15927	.095	.163	.076	.082	.038	.039	.034
15928	.032	.217	.045	.061	.127	.393	.039
15929	.016	.054	.091	.102	.057	.353	.039
15930	.032	.109	.015	.02	.013	.039	.01
15931	.016	.109	.045	.061	.006	.039	.004
15932	.095	.109	.0	.0	.038	.039	.017
15933	.0	.0	.015	.02	.0	.0	.0
15934	.008	.054	.076	.102	.003	.039	.002
15935	.024	.163	.03	.041	.07	.288	.008
15936	.181	.217	.06	.061	.092	.05	.056
15937	.11	.163	.045	.061	.045	.039	.025
15938	.047	.109	.06	.082	.019	.039	.008
15939	.008	.054	.03	.041	.013	.157	.007
15940	.0	.0	.0	.0	.0	.0	.0
15941	.0	.0	.03	.041	.0	.0	.0
15942	.032	.109	.076	.041	.013	.039	.009
15943	.0	.0	.03	.041	.0	.0	.0
15944	.095	.272	.0	.0	.051	.052	.024
15945	.047	.217	.015	.02	.079	.164	.015
15946	.039	.163	.03	.041	.041	.102	.012
15947	.032	.109	.0	.0	.013	.039	.016
15948	.126	.272	.06	.082	.079	.061	.035
15949	.039	.272	.03	.041	.045	.11	.012
15950	.0	.0	.0	.0	.0	.0	.0
15951	.032	.217	.091	.122	.057	.177	.01
15952	.0	.0	.015	.02	.0	.0	.0
15953	.008	.054	.0	.0	.045	.55	.005
15954	.0	.0	.0	.0	.0	.0	.0
15955	.016	.054	.045	.061	.057	.353	.006
15956	.039	.163	.076	.102	.048	.118	.014
15957	.063	.109	.03	.041	.025	.039	.022
15958	.024	.163	.03	.041	.029	.118	.02
15959	.095	.163	.06	.082	.038	.039	.014
15960	.008	.054	.03	.041	.025	.314	.01
15961	.063	.163	.03	.02	.025	.039	.02
15962	.0	.0	.015	.02	.0	.0	.0
15963	.11	.163	.015	.02	.045	.039	.034
15964	.008	.054	.015	.02	.006	.079	.002
15965	.079	.109	.196	.245	.032	.039	.022
15966	.055	.272	.091	.122	.06	.107	.028
15967	.008	.054	.045	.061	.022	.275	.003
15968	.055	.217	.03	.041	.076	.135	.023
15969	.016	.109	.06	.061	.006	.039	.003
15970	.0	.0	.0	.0	.0	.0	.0
15971	.15	.217	.0	.0	.079	.052	.023
15972	.0	.0	.015	.02	.0	.0	.0
15973	.024	.163	.03	.041	.06	.249	.029
15974	.142	.272	.06	.082	.127	.087	.024
15975	.032	.109	.06	.082	.013	.039	.008
15976	.008	.054	.076	.102	.029	.353	.003
15977	.055	.217	.015	.02	.032	.056	.028
15978	.024	.163	.06	.082	.013	.052	.006
15979	.047	.272	.03	.041	.045	.092	.024
