essId	avgDpt	dptSD	nbDptD	nbDptSD
16592	.288	.447	.177	.349
16593	.195	.136	.094	.094
16594	.221	.188	.1	.159
16595	.2	.186	.068	.156
16596	.194	.204	.104	.172
16597	.252	.247	.088	.131
16598	.261	.205	.095	.17
16599	.256	.231	.103	.17
16600	.208	.165	.094	.069
16601	.248	.208	.122	.226
16602	.241	.189	.066	.127
16603	.226	.257	.133	.195
16604	.269	.15	.035	.142
16605	.258	.495	.205	.518
16606	.19	.113	.033	.08
16607	.219	.203	.094	.118
16608	.288	.209	.093	.198
16609	.199	.0	.0	.0
16610	.164	.17	.059	.134
16611	.236	.323	.152	.275
16612	.219	.182	.086	.115
16613	.297	.132	.055	.114
16614	.262	.167	.071	.123
16615	.252	.435	.177	.478
16616	.263	.371	.13	.234
16617	.238	.191	.088	.192
16618	.184	.183	.122	.095
16619	.221	.188	.119	.137
16620	.219	.18	.068	.21
16621	.279	.359	.183	.325
16622	.18	.235	.092	.233
16623	.211	.278	.113	.232
16624	.23	.233	.088	.204
16625	.24	.206	.096	.108
16626	.192	.131	.053	.105
16627	.279	.453	.24	.407
16628	.234	.258	.133	.142
16629	.249	.1	.047	.092
16630	.31	.365	.144	.285
16631	.265	.28	.111	.1
16632	.277	.096	.066	.0
16633	.274	.446	.18	.28
17834	.157	.129	.073	.085
17836	.376	.128	.088	.0
17837	.415	.592	.199	.34
17838	.185	.293	.088	.211
17839	.184	.176	.052	.158
17840	.14	.164	.057	.133
17841	.203	.245	.075	.199
17842	.24	.329	.103	.193
17843	.239	.255	.068	.228
17844	.175	.199	.053	.161
17845	.274	.272	.103	.257
17846	.182	.159	.064	.132
17847	.231	.15	.058	.118
17849	.201	.155	.064	.121
17850	.348	.165	.118	.079
17851	.172	.166	.077	.166
17852	.177	.225	.092	.247
17853	.183	.386	.104	.244
17854	.212	.244	.129	.185
17856	.199	.159	.066	.141
17857	.28	.384	.191	.406
17858	.194	.23	.114	.184
17859	.193	.218	.117	.203
17860	.27	.479	.16	.343
17861	.341	.417	.194	.387
17862	.194	.306	.119	.301
17863	.273	.183	.077	.032
17864	.217	.13	.044	.078
17865	.223	.363	.141	.329
17867	.212	.244	.095	.244
17868	.218	.357	.109	.232
17869	.175	.194	.072	.148
17870	.14	.235	.144	.159
17871	.15	.199	.07	.179
17872	.174	.192	.066	.151
17873	.213	.189	.074	.142
17874	.29	.319	.126	.289
17875	.361	.508	.257	.54
17876	.217	.314	.111	.263
17878	.177	.244	.1	.294
17879	.229	.109	.055	.095
17880	.224	.44	.155	.438
17881	.232	.234	.057	.167
17882	.243	.101	.074	.03
17883	.25	.33	.109	.255
17884	.17	.178	.087	.166
17885	.371	.522	.162	.285
17886	.199	.225	.084	.162
17887	.166	.223	.095	.17
17888	.23	.288	.077	.117
17889	.341	.315	.181	.215
17890	.174	.165	.092	.124
17891	.148	.249	.106	.172
17892	.162	.18	.081	.132
17893	.225	.403	.177	.365
17894	.216	.105	.066	.09
17896	.26	.298	.144	.257
17897	.253	.494	.171	.514
17898	.196	.156	.065	.152
17899	.164	.198	.073	.157
17900	.339	.499	.257	.516
17901	.146	.151	.076	.131
17902	.254	.277	.114	.247
17903	.296	.438	.144	.289
17904	.361	.315	.133	.063
17905	.686	.0	.686	.0
17906	.139	.263	.092	.249
17908	.243	.307	.101	.164
17909	.264	.32	.121	.28
17910	.168	.233	.108	.189
17911	.159	.172	.083	.144
17912	.185	.297	.103	.203
17913	.193	.248	.044	.229
17914	.31	.271	.133	.311
17915	.27	.293	.183	.278
17916	.288	.101	.037	.06
17917	.42	.188	.077	.095
17918	.273	.374	.15	.282
17919	.199	.284	.084	.301
17920	.17	.18	.071	.101
17921	.431	.702	.332	.538
17922	.141	.12	.062	.089
17923	.168	.218	.071	.178
17924	.159	.21	.073	.169
17926	.248	.344	.156	.32
17927	.166	.221	.07	.187
17928	.354	.548	.361	.079
17930	.264	.262	.077	.175
17931	.189	.283	.112	.227
17932	.171	.215	.08	.168
17933	.166	.106	.054	.101
17935	.258	.211	.08	.191
17936	.221	.143	.088	.104
17937	.164	.174	.083	.151
17938	.224	.212	.1	.197
17939	.16	.167	.067	.152
17940	.161	.101	.052	.101
17941	.332	.589	.31	.621
17942	.243	.14	.066	.142
17943	.376	.489	.17	.47
17944	.219	.382	.144	.41
17945	.239	.178	.066	.155
17946	.188	.184	.084	.135
17947	.137	.172	.063	.133
17949	.476	.543	.376	.0
17950	.181	.124	.05	.053
17951	.398	.575	.398	.0
17952	.223	.203	.1	.186
17953	.256	.328	.13	.316
17954	.19	.228	.099	.205
17955	.291	.249	.084	.235
17957	.319	.387	.144	.222
17959	.199	.192	.103	.12
17961	.209	.132	.047	.086
17962	.234	.16	.08	.089
17963	.318	.391	.124	.267
17964	.126	.221	.081	.218
17965	.193	.17	.071	.097
17966	.213	.24	.092	.132
17967	.186	.238	.112	.237
17968	.139	.133	.065	.112
17969	.256	.239	.136	.238
17970	.159	.102	.039	.069
17971	.187	.262	.1	.202
17973	.167	.275	.1	.317
17974	.179	.285	.084	.225
17975	.176	.172	.074	.174
17976	.184	.131	.05	.104
17977	.273	.03	.011	.032
17978	.144	.092	.022	.06
17979	.21	.479	.332	.0
17980	.217	.417	.121	.424
17981	.186	.217	.076	.128
17982	.199	.251	.129	.307
17983	.197	.214	.064	.122
17984	.169	.166	.053	.108
17985	.199	.302	.111	.267
17986	.17	.237	.083	.224
17987	.214	.228	.088	.252
17988	.205	.131	.044	.082
17989	.199	.318	.066	.286
17990	.169	.174	.07	.141
17991	.171	.234	.082	.194
17992	.144	.096	.066	.0
17993	.221	.157	.06	.106
17996	.232	.16	.111	.0
17997	.282	.416	.196	.3
17998	.21	.132	.05	.146
18000	.175	.206	.071	.185
18001	.146	.087	.022	.078
18002	.3	.253	.066	.052
18004	.151	.147	.052	.164
18005	.18	.303	.086	.249
18006	.183	.173	.052	.129
18008	.188	.085	.041	.079
18011	.409	.16	.111	.0
18012	.179	.18	.083	.132
18013	.162	.249	.124	.28
18014	.167	.14	.052	.137
18015	.265	.639	.442	.0
18016	.116	.185	.072	.153
18017	.181	.209	.085	.22
18018	.177	.193	.088	.121
18019	.225	.274	.12	.217
18020	.177	.166	.066	.163
18021	.299	.343	.177	.274
18022	.196	.19	.07	.143
18023	.281	.613	.14	.495
18025	.207	.345	.121	.237
18026	.204	.159	.058	.145
18028	.23	.342	.135	.357
18029	.217	.159	.061	.098
18030	.205	.161	.055	.095
18031	.239	.29	.149	.197
18032	.252	.227	.083	.181
18033	.196	.247	.107	.252
18034	.219	.235	.094	.165
18035	.188	.096	.059	.079
18036	.288	.228	.166	.032
18037	.21	.172	.125	.06
18038	.186	.276	.121	.263
18039	.319	.276	.16	.212
18040	.343	.288	.199	.0
18041	.186	.231	.103	.17
18042	.26	.138	.066	.122
18043	.146	.196	.088	.162
18044	.185	.225	.086	.125
18045	.225	.281	.12	.266
18046	.36	.781	.406	.573
18047	.199	.238	.123	.197
18048	.149	.231	.076	.116
18049	.226	.371	.216	.392
18050	.531	.0	.531	.0
18051	.229	.314	.119	.297
18052	.312	.453	.183	.478
18053	.166	.212	.071	.197
18054	.236	.374	.146	.317
18055	.192	.185	.073	.145
18056	.17	.208	.081	.166
18057	.341	.564	.254	.698
18058	.162	.135	.043	.111
18060	.044	.0	.044	.0
18061	.243	.476	.179	.367
18062	.166	.189	.074	.128
18064	.194	.201	.088	.191
18065	.194	.202	.068	.176
18066	.185	.137	.058	.138
18067	.145	.25	.097	.186
18068	.15	.176	.071	.158
18070	.231	.221	.114	.177
18071	.181	.22	.074	.155
18072	.207	.157	.069	.159
18073	.198	.372	.165	.421
18074	.262	.343	.168	.268
18075	.194	.398	.103	.351
18076	.302	.507	.208	.394
18077	.176	.174	.054	.097
18078	.134	.177	.065	.146
18079	.228	.38	.149	.264
18080	.173	.238	.084	.147
18081	.187	.238	.077	.156
18082	.465	.32	.221	.0
18083	.196	.13	.066	.144
18084	.297	.407	.177	.361
18086	.17	.148	.066	.127
18087	.169	.239	.094	.223
18088	.243	.0	.243	.0
18089	.195	.306	.097	.309
18090	.243	.791	.398	.822
18091	.487	.0	.487	.0
18092	.238	.138	.074	.13
18093	.199	.235	.12	.206
18094	.155	.208	.077	.222
18095	.215	.245	.109	.211
18096	.194	.07	.025	.071
18097	.128	.18	.058	.178
18098	.182	.194	.096	.179
18099	.138	.207	.07	.161
18100	.209	.331	.106	.287
18102	.254	.305	.192	.158
18103	.341	.417	.254	.297
18105	.293	.345	.104	.275
18106	.277	.42	.177	.346
18107	.27	.257	.125	.23
18108	.044	.0	.044	.0
18109	.288	.0	.288	.0
18110	.293	.444	.167	.306
18112	.17	.103	.042	.092
18114	.238	.318	.145	.297
18115	.238	.271	.111	.217
18116	.173	.198	.086	.151
18117	.211	.091	.03	.054
18118	.332	.3	.148	.288
18119	.221	.28	.088	.151
18120	.285	.447	.16	.507
18121	.174	.127	.05	.107
18123	.257	.354	.122	.275
18124	.16	.194	.077	.159
18126	.332	.064	.044	.0
18127	.272	.282	.113	.174
18128	.291	.243	.137	.19
18129	.192	.228	.08	.158
18130	.256	.286	.17	.174
18131	.218	.294	.084	.123
18132	.169	.147	.048	.123
18133	.166	.224	.155	.0
18134	.24	.2	.062	.162
18135	.369	.452	.221	.401
18136	.302	.247	.122	.222
18137	.218	.099	.052	.06
18138	.148	.188	.081	.173
18140	.207	.26	.092	.245
18141	.216	.3	.101	.261
18142	.182	.161	.037	.104
18143	.208	.231	.093	.168
18144	.247	.215	.096	.283
18146	.164	.233	.102	.181
18147	.254	.276	.186	.131
18148	.19	.269	.112	.239
18149	.265	.0	.265	.0
18150	.228	.289	.129	.23
18151	.197	.166	.07	.097
18152	.332	.0	.332	.0
18153	.171	.233	.094	.188
18154	.173	.226	.115	.214
18156	.188	.198	.066	.106
18159	.216	.21	.1	.244
18160	.212	.412	.142	.474
18161	.343	.635	.457	.216
18162	.189	.245	.09	.19
18163	.207	.226	.101	.191
18164	.292	.398	.133	.356
18165	.221	.266	.117	.271
18166	.192	.328	.084	.262
18167	.277	.352	.243	.0
18168	.149	.107	.044	.075
18169	.258	.33	.096	.26
18170	.196	.188	.081	.171
18171	.114	.15	.063	.118
18172	.155	.196	.074	.193
18173	.194	.223	.08	.176
18174	.143	.2	.078	.167
18175	.219	.262	.099	.216
18177	.177	.153	.081	.145
18178	.22	.258	.11	.226
18179	.149	.165	.052	.13
18180	.162	.136	.066	.168
18181	.204	.271	.118	.264
18182	.231	.363	.086	.18
18183	.251	.358	.177	.217
18184	.144	.071	.04	.062
18185	.296	.285	.188	.159
18186	.233	.242	.109	.179
18187	.177	.149	.048	.125
18189	.192	.247	.116	.224
18190	.273	.249	.142	.246
18191	.232	.406	.168	.315
18192	.127	.169	.065	.173
18193	.221	.356	.107	.348
18194	.174	.16	.05	.122
18195	.321	.805	.237	.515
18196	.044	.0	.044	.0
18197	.204	.229	.108	.086
18198	.258	.227	.117	.18
18200	.327	.472	.189	.468
18201	.105	.145	.043	.103
18202	.174	.153	.059	.124
18203	.155	.064	.044	.0
18205	.249	.294	.111	.299
18206	.155	.252	.155	.187
18207	.295	.365	.136	.199
18208	.148	.111	.041	.101
18209	.216	.479	.221	.46
18210	.18	.199	.087	.145
18211	.229	.27	.106	.239
18212	.197	.15	.066	.12
18213	.184	.198	.08	.161
18215	.234	.14	.07	.118
18217	.177	.223	.061	.187
18218	.29	.274	.149	.211
18219	.251	.425	.166	.349
18220	.155	.162	.051	.118
18221	.137	.102	.039	.094
18222	.146	.219	.087	.2
18223	.167	.199	.097	.23
18225	.235	.415	.13	.19
18226	.198	.216	.076	.217
18227	.201	.218	.087	.22
18228	.224	.27	.123	.256
18229	.157	.228	.096	.234
18230	.198	.234	.1	.234
18231	.213	.2	.078	.133
18232	.218	.268	.116	.211
18233	.136	.14	.038	.077
18234	.17	.204	.077	.135
18235	.218	.183	.075	.154
18236	.26	.216	.098	.209
18237	.21	.34	.14	.296
18238	.165	.173	.04	.109
18239	.204	.169	.072	.164
18240	.31	.55	.293	.541
18241	.215	.202	.077	.151
18242	.177	.208	.096	.209
18243	.24	.161	.049	.145
18244	.344	.404	.206	.419
18245	.131	.126	.062	.08
18246	.249	.284	.082	.175
18247	.29	.362	.128	.179
18248	.195	.161	.052	.194
18249	.271	.42	.174	.321
18250	.189	.182	.059	.193
18251	.175	.195	.101	.189
18252	.233	.288	.092	.211
18253	.199	.281	.173	.147
18254	.167	.212	.077	.22
18255	.187	.15	.072	.145
18256	.211	.187	.083	.128
18257	.207	.261	.092	.271
18258	.24	.28	.111	.263
18259	.044	.0	.044	.0
18260	.21	.256	.086	.151
18261	.151	.281	.104	.281
18262	.249	.386	.149	.374
18263	.044	.0	.044	.0
18264	.199	.225	.103	.208
18265	.212	.17	.081	.14
18266	.19	.176	.081	.125
18267	.216	.232	.14	.182
18268	.243	.188	.1	.159
18269	.15	.173	.064	.101
18271	.168	.13	.055	.116
18272	.223	.271	.149	.191
18273	.203	.478	.148	.576
18275	.209	.377	.09	.222
18276	.206	.176	.086	.221
18277	.241	.153	.06	.155
18278	.164	.051	.022	.063
18279	.254	.226	.079	.147
18280	.167	.176	.08	.158
18281	.137	.173	.072	.152
18282	.248	.241	.127	.17
18283	.144	.138	.058	.099
18284	.223	.279	.052	.164
18285	.199	.193	.059	.108
18286	.149	.159	.048	.096
18287	.171	.222	.075	.099
18288	.313	.31	.074	.258
18289	.184	.235	.085	.193
18290	.205	.301	.103	.271
18291	.249	.321	.142	.329
18292	.225	.229	.106	.135
18293	.17	.215	.075	.187
18294	.271	.261	.114	.225
18295	.209	.193	.058	.179
18296	.177	.128	.088	.0
18297	.226	.381	.133	.334
18298	.237	.18	.1	.206
18300	.265	.28	.074	.203
18301	.162	.135	.064	.107
18302	.31	.443	.224	.336
18303	.227	.189	.104	.15
18304	.225	.275	.139	.192
18305	.3	.264	.162	.162
18306	.263	.274	.091	.232
18307	.18	.098	.057	.075
18308	.184	.2	.077	.141
18309	.162	.207	.07	.166
18310	.25	.25	.066	.164
18311	.15	.162	.061	.138
18312	.192	.198	.077	.224
18314	.134	.226	.092	.218
18317	.221	.143	.071	.129
18318	.191	.256	.101	.293
18319	.165	.253	.083	.219
18320	.236	.28	.146	.268
18321	.192	.151	.093	.123
18322	.179	.227	.083	.181
18324	.17	.222	.092	.162
18325	.166	.132	.088	.052
18326	.213	.241	.08	.206
18327	.221	.28	.125	.224
18329	.192	.143	.055	.095
18330	.21	.132	.066	.09
18331	.28	.523	.343	.285
18332	.23	.333	.114	.243
18333	.381	.395	.138	.053
18334	.221	.276	.134	.257
18335	.204	.13	.04	.096
18336	.189	.284	.102	.25
18337	.226	.14	.061	.142
18338	.188	.234	.06	.151
18339	.231	.205	.094	.156
18340	.249	.339	.126	.326
18341	.277	.58	.184	.529
18342	.249	.171	.07	.137
18343	.202	.234	.075	.158
18344	.242	.233	.09	.158
18345	.243	.271	.061	.205
18346	.189	.331	.119	.299
18347	.17	.214	.058	.236
18348	.122	.032	.022	.0
18349	.253	.375	.163	.415
18350	.145	.17	.07	.134
18352	.177	.068	.022	.052
18353	.157	.25	.095	.292
18354	.299	.032	.022	.0
18355	.387	.189	.103	.158
18356	.167	.25	.087	.193
18357	.164	.177	.083	.154
18358	.209	.294	.107	.273
18361	.162	.155	.08	.111
18362	.156	.214	.075	.165
18363	.197	.258	.121	.25
18364	.498	.288	.199	.0
18365	.265	.276	.111	.19
18366	.136	.188	.076	.166
18367	.293	.415	.133	.155
18368	.269	.657	.227	.789
18369	.162	.227	.077	.176
18370	.277	.416	.288	.0
18371	.208	.189	.066	.184
18373	.173	.078	.044	.04
18374	.354	.192	.133	.0
18375	.339	.241	.088	.254
18376	.148	.208	.099	.166
18377	.262	.326	.118	.273
18378	.305	.296	.136	.183
18379	.293	.183	.074	.166
18380	.214	.244	.107	.177
18381	.18	.169	.103	.095
18383	.299	.352	.243	.0
18384	.553	.0	.553	.0
18386	.243	.346	.112	.273
18387	.18	.209	.09	.197
18388	.224	.311	.115	.23
18389	.143	.171	.055	.149
18390	.25	.315	.125	.283
18391	.26	.243	.104	.162
18392	.207	.287	.149	.262
18393	.288	.256	.066	.121
18394	.261	.173	.066	.162
18395	.134	.185	.074	.169
18396	.159	.154	.056	.12
18398	.207	.168	.075	.152
18399	.194	.337	.136	.403
18401	.307	.167	.054	.126
18402	.234	.278	.091	.227
18403	.152	.189	.073	.171
18404	.225	.163	.097	.131
18405	.315	.371	.243	.259
18406	.306	.484	.208	.352
18407	.159	.168	.062	.072
18408	.219	.227	.073	.211
18409	.212	.17	.1	.138
18411	.243	.128	.058	.065
18412	.241	.435	.133	.393
18413	.196	.235	.114	.157
18414	.146	.096	.044	.045
18415	.288	.779	.31	.571
18416	.231	.156	.096	.101
18417	.197	.226	.091	.128
18418	.243	.249	.127	.113
18419	.155	.188	.064	.15
18421	.329	.431	.229	.39
18422	.224	.2	.051	.168
18423	.162	.192	.052	.154
18424	.148	.137	.064	.175
18426	.332	.192	.133	.0
18427	.288	.256	.111	.224
18428	.229	.204	.105	.204
18429	.229	.25	.073	.236
18430	.204	.255	.106	.239
18432	.288	.336	.155	.269
18433	.247	.402	.161	.402
18434	.205	.211	.076	.188
18435	.229	.252	.12	.188
18436	.326	.483	.133	.259
18438	.186	.266	.098	.238
18441	.227	.165	.081	.079
18442	.145	.321	.098	.321
18444	.254	.265	.074	.13
18445	.228	.216	.091	.175
18446	.044	.0	.044	.0
18448	.196	.268	.094	.208
18449	.171	.159	.077	.133
18450	.168	.149	.058	.106
18451	.159	.169	.052	.149
18453	.226	.175	.083	.158
18454	.197	.206	.078	.199
18455	.194	.095	.052	.079
18456	.234	.323	.13	.278
18458	.27	.327	.105	.329
18459	.182	.223	.084	.228
18460	.228	.25	.055	.196
18461	.341	.683	.365	.415
18463	.296	.605	.177	.593
18464	.297	.38	.133	.207
18465	.165	.259	.087	.242
18466	.044	.0	.044	.0
18467	.234	.435	.165	.408
18468	.162	.241	.072	.214
18471	.228	.178	.063	.157
18472	.193	.144	.04	.055
18473	.155	.153	.054	.105
18474	.184	.192	.076	.148
18475	.248	.254	.105	.181
18476	.163	.161	.055	.116
18477	.238	.267	.09	.159
18478	.182	.137	.066	.127
18479	.252	.259	.098	.167
18480	.206	.126	.044	.069
18481	.232	.032	.022	.0
18482	.181	.196	.07	.152
18484	.217	.142	.066	.1
18485	.182	.204	.105	.202
18488	.155	.173	.077	.135
18489	.315	.443	.144	.362
18490	.188	.247	.124	.203
18491	.227	.281	.111	.25
18492	.171	.122	.044	.09
18494	.206	.387	.164	.391
18495	.301	.264	.127	.207
18496	.531	.0	.531	.0
18497	.2	.17	.08	.132
18498	.147	.163	.056	.131
18499	.154	.2	.066	.182
18500	.201	.261	.116	.252
18501	.111	.188	.133	.063
18502	.182	.28	.1	.225
18503	.207	.063	.032	.057
18504	.343	.288	.199	.0
18505	.216	.168	.07	.218
18506	.288	.192	.133	.0
18507	.13	.122	.055	.088
18508	.135	.06	.029	.06
18509	.265	.527	.324	.478
18510	.31	.429	.237	.323
18511	.169	.183	.06	.106
18512	.296	.282	.194	.158
18513	.167	.127	.059	.114
18514	.234	.234	.07	.221
18515	.147	.158	.06	.128
18516	.398	.192	.133	.0
18517	.279	.46	.159	.345
18518	.168	.115	.039	.108
18519	.218	.196	.079	.224
18520	.218	.232	.106	.267
18521	.205	.228	.104	.212
18522	.243	.196	.096	.13
18523	.176	.214	.084	.245
18524	.246	.224	.066	.168
18525	.168	.163	.052	.133
18526	.196	.241	.098	.157
18527	.199	.14	.083	.094
18528	.178	.273	.113	.237
18529	.317	.681	.454	.349
18530	.277	.376	.212	.217
18531	.296	.34	.221	.224
18533	.159	.229	.115	.282
18534	.221	.271	.101	.217
18535	.277	.032	.022	.0
18536	.194	.23	.085	.206
18537	.044	.0	.044	.0
18538	.295	.345	.138	.281
18539	.288	.239	.133	.19
18540	.199	.196	.085	.195
18541	.179	.169	.072	.13
18542	.167	.193	.087	.189
18544	.232	.189	.088	.104
18545	.248	.337	.105	.245
18546	.066	.064	.044	.0
18547	.177	.138	.066	.127
18548	.18	.316	.092	.288
18549	.178	.187	.082	.172
18550	.283	.376	.155	.294
18551	.159	.125	.049	.116
18552	.312	.414	.192	.306
18553	.238	.332	.12	.242
18554	.145	.13	.057	.123
18556	.282	.469	.214	.434
18557	.161	.131	.058	.095
18558	.177	.138	.042	.089
18559	.152	.219	.077	.166
18560	.15	.136	.058	.105
18561	.263	.283	.119	.152
18562	.182	.162	.06	.139
18563	.178	.226	.112	.165
18564	.164	.207	.063	.205
18565	.192	.251	.084	.119
18566	.122	.156	.06	.125
18567	.199	.253	.076	.165
18569	.209	.148	.072	.118
18570	.219	.244	.103	.215
18571	.159	.18	.052	.171
18572	.28	.453	.186	.315
18573	.179	.268	.127	.243
18574	.575	.0	.575	.0
18575	.179	.205	.055	.155
18576	.215	.311	.12	.274
18577	.202	.151	.055	.153
18578	.127	.169	.07	.139
18579	.235	.258	.088	.198
18580	.17	.244	.085	.223
18581	.226	.227	.08	.154
18582	.256	.167	.074	.145
18583	.157	.16	.066	.102
18584	.182	.208	.07	.154
18586	.26	.188	.074	.182
18587	.251	.671	.31	.634
18588	.185	.206	.071	.154
18590	.188	.15	.083	.099
18591	.187	.313	.111	.292
18592	.145	.211	.058	.149
18593	.202	.182	.074	.163
18594	.243	.2	.084	.166
18595	.203	.163	.088	.106
18596	.155	.104	.05	.107
18597	.177	.205	.08	.2
18598	.283	.353	.254	.071
18599	.213	.266	.084	.203
18600	.131	.162	.069	.12
18601	.235	.25	.107	.252
18602	.272	.275	.082	.162
18603	.146	.104	.055	.055
18604	.21	.21	.075	.162
18605	.201	.17	.057	.161
18606	.234	.3	.122	.343
18607	.181	.185	.076	.216
18608	.194	.309	.11	.274
18609	.185	.166	.092	.133
18610	.304	.812	.516	.688
18611	.332	.275	.162	.209
18612	.199	.202	.106	.135
18613	.165	.135	.069	.107
18614	.229	.256	.1	.226
18615	.165	.201	.071	.168
18616	.238	.359	.119	.319
18617	.3	.336	.166	.233
18618	.204	.244	.119	.18
18619	.197	.146	.047	.097
18620	.214	.256	.091	.191
18621	.161	.166	.052	.095
18622	.18	.176	.044	.11
18624	.142	.146	.05	.126
18626	.216	.233	.109	.198
18627	.213	.189	.082	.044
18628	.22	.338	.122	.298
18629	.199	.186	.095	.172
18630	.17	.278	.08	.286
18631	.18	.26	.1	.208
18632	.36	.39	.155	.411
18633	.184	.157	.076	.156
18634	.221	.09	.039	.082
18635	.144	.064	.022	.076
18636	.166	.157	.066	.15
18637	.155	.128	.048	.131
18638	.25	.243	.093	.217
18639	.199	.246	.107	.266
18640	.21	.344	.153	.384
18641	.217	.178	.069	.151
18642	.283	.427	.133	.404
18643	.228	.301	.155	.223
18644	.217	.18	.075	.15
18645	.247	.312	.119	.256
18646	.174	.291	.109	.283
18647	.173	.145	.086	.118
18648	.142	.124	.047	.089
18649	.214	.336	.113	.129
18650	.209	.162	.052	.095
18651	.175	.195	.075	.16
18652	.26	.423	.159	.355
18653	.159	.207	.077	.2
18654	.175	.252	.086	.244
18655	.226	.318	.071	.235
18656	.205	.215	.087	.186
18657	.159	.266	.098	.233
18658	.206	.183	.122	.095
18659	.188	.245	.116	.219
18660	.416	.811	.188	.182
18661	.211	.23	.091	.214
18662	.153	.067	.032	.032
18663	.187	.181	.055	.152
18664	.174	.226	.084	.197
18666	.308	.412	.124	.287
18667	.168	.165	.055	.136
18668	.171	.161	.058	.135
18669	.59	.563	.409	.095
18670	.195	.21	.044	.09
18671	.256	.216	.111	.176
18672	.288	.423	.143	.29
18674	.194	.202	.091	.107
18675	.275	.565	.214	.578
18676	.21	.208	.071	.152
18677	.296	.245	.111	.224
18678	.281	.215	.074	.095
18680	.159	.193	.04	.047
18681	.199	.295	.091	.228
18682	.173	.187	.079	.158
18683	.199	.194	.063	.161
18684	.24	.364	.151	.277
18685	.191	.241	.112	.186
18686	.168	.16	.06	.13
18688	.398	.552	.398	.127
18689	.191	.128	.054	.089
18690	.288	.275	.155	.24
18691	.187	.138	.049	.087
18693	.247	.254	.081	.135
18694	.145	.166	.065	.153
18695	.275	.322	.111	.291
18696	.167	.227	.069	.178
18697	.283	.318	.096	.161
18698	.226	.213	.102	.161
18700	.243	.3	.116	.239
18701	.147	.231	.087	.223
18702	.19	.193	.091	.162
18703	.307	.475	.167	.57
18704	.159	.166	.087	.121
18705	.242	.277	.119	.307
18706	.258	.414	.155	.271
18707	.203	.294	.124	.211
18708	.181	.138	.051	.106
18709	.158	.2	.065	.138
18710	.271	.095	.044	.052
18711	.354	.545	.398	.063
18712	.338	.388	.084	.23
18713	.271	.216	.073	.143
18714	.28	.265	.088	.191
18715	.194	.374	.16	.355
18716	.166	.229	.092	.17
18717	.201	.208	.046	.125
18718	.149	.304	.081	.329
18719	.265	.239	.133	.19
18720	.237	.311	.096	.276
18721	.251	.199	.077	.138
18722	.152	.155	.048	.09
18723	.218	.193	.066	.163
18724	.173	.227	.079	.261
18725	.294	.358	.173	.314
18726	.218	.234	.087	.203
18727	.224	.343	.171	.271
18729	.23	.337	.139	.345
18730	.152	.178	.072	.149
18731	.15	.048	.017	.027
18732	.156	.181	.063	.154
18733	.176	.253	.099	.185
18734	.387	.607	.42	.0
18736	.281	.38	.122	.258
18737	.146	.293	.066	.174
18738	.192	.136	.066	.106
18739	.336	.403	.21	.434
18740	.167	.206	.094	.202
18741	.219	.209	.08	.205
18742	.236	.088	.04	.047
18743	.215	.378	.166	.379
18744	.206	.241	.113	.236
18745	.18	.23	.105	.183
18747	.163	.139	.073	.088
18748	.22	.441	.171	.381
18749	.246	.391	.192	.257
18750	.17	.211	.144	.095
18751	.169	.165	.073	.122
18752	.189	.305	.174	.26
18753	.171	.177	.052	.189
18754	.21	.269	.111	.309
18756	.201	.257	.093	.235
18757	.225	.15	.088	.09
18758	.292	.369	.155	.294
18759	.157	.211	.093	.211
18760	.265	.202	.107	.205
18761	.171	.217	.088	.166
18762	.227	.241	.126	.158
18763	.225	.213	.075	.182
18764	.226	.2	.122	.159
18765	.166	.165	.063	.136
18766	.236	.22	.062	.202
18767	.169	.21	.079	.192
18768	.785	.479	.332	.0
18769	.324	.385	.188	.349
18770	.21	.194	.104	.188
18771	.274	.248	.098	.236
18772	.157	.304	.086	.298
18773	.247	.253	.131	.192
18774	.354	.239	.166	.095
18775	.218	.222	.09	.171
18776	.177	.188	.056	.103
18777	.214	.348	.119	.273
18778	.208	.307	.122	.254
18779	.169	.209	.071	.19
18780	.186	.293	.118	.319
18781	.363	.429	.16	.368
18782	.245	.356	.165	.322
18783	.324	.317	.168	.268
18784	.177	.293	.168	.118
18785	.431	.543	.376	.0
18786	.156	.357	.108	.402
18787	.193	.253	.093	.237
18788	.192	.296	.107	.33
18789	.158	.172	.066	.173
18790	.273	.385	.199	.326
18791	.207	.177	.06	.136
18792	.23	.166	.051	.143
18793	.202	.181	.095	.091
18794	.171	.165	.118	.079
18795	.199	.304	.111	.241
18796	.306	.337	.186	.274
18797	.205	.171	.118	.108
18798	.134	.2	.065	.223
18799	.226	.268	.124	.232
18800	.253	.249	.091	.15
18801	.199	.132	.06	.139
18802	.155	.194	.065	.171
18803	.186	.19	.063	.177
18804	.219	.197	.069	.148
18805	.184	.238	.09	.235
18806	.19	.135	.054	.085
18807	.277	.16	.111	.0
18808	.179	.215	.109	.185
18809	.144	.162	.061	.128
18810	.357	.392	.148	.335
18811	.218	.135	.05	.097
18812	.236	.136	.062	.109
18813	.044	.0	.044	.0
18814	.224	.258	.116	.148
18815	.186	.194	.076	.206
18816	.17	.159	.058	.163
18817	.261	.376	.138	.242
18818	.163	.235	.09	.201
18819	.184	.162	.072	.122
18820	.186	.17	.076	.168
